row_index,review,clean_review,positive_terms,negative_terms,positive_score,negative_score,final_score,current_label,evidence_pattern,recommended_label_if_clear
2513,Sangat buruk .. Tolong di perbaiki woy sistemnya .. sudah berkali-kali tetap menyalahkan jaringan,buruk tolong perbaiki woy sistemnya berkali menyalahkan jaringan,tolong:3; jaringan:3,buruk:-5,6.0,-5.0,1.0,positif,buruk,negatif
2525,"aplikasi JakOne gampang digunakan karena tampilannya simple dan ga ribet, bisa dipake untuk transfer ke semua bank, biaya adminnya juga cukup terjangkau. untuk ke depannya mungkin bisa dikembangkan lagi fitur yang lainnya",aplikasi jakone gampang digunakan tampilannya simple tidak ribet bisa dipake transfer bank biaya adminnya terjangkau depannya bisa dikembangkan fitur lainnya,gampang:4; simple:3; ribet:4,aplikasi:-4; tidak:-5,11.0,-9.0,2.0,positif,gampang digunakan; simple; ribet,manual_review
2540,Kenapa jakone saya tidak bisa login ya srvice time outterus,kenapa jakone tidak bisa login ya srvice time outterus,ya:4,tidak:-5,4.0,-5.0,-1.0,negatif,tidak bisa login,negatif
2543,"Transfer di aplikasi ini prosesnya mudah bangeett udah gitu fiturnya lengkapp bisa bayar PLN, internet, pulsa jg bisa. Over all recommended deehh 👍",transfer aplikasi prosesnya mudah bangeett udah gitu fiturnya lengkapp bisa bayar pln internet pulsa jg bisa over all recommended deehh,mudah:4; bayar:1,aplikasi:-4; pulsa:-3,5.0,-7.0,-2.0,negatif,recommended,positif
2564,Nyusahin banget kalo tarik tunai tanpa kartu mesti keluar dulu . si paling ngelek ni asli beda sama tetangga sebelah ! mohon di tindak lanjuti ni,nyusahin banget tarik tunai kartu mesti keluar si ngelek ni asli beda tetangga sebelah mohon tindak lanjuti ni,banget:1; tarik:2; tunai:3; asli:2; mohon:2,mesti:-3; keluar:-3; beda:-2; sebelah:-4,10.0,-12.0,-2.0,negatif,,manual_review
2572,Setelah di updet jadi susah buat buka aplikasi jakone ..bkin emosis bukan y makin bagus makin emosi tolong dong di perbaiki,setelah updet susah buka aplikasi jakone bkin emosis bukan y bagus emosi tolong perbaiki,buka:3; bagus:2; emosi:3; tolong:3,susah:-3; aplikasi:-4; bukan:-3,11.0,-10.0,1.0,positif,bagus,positif
2580,Terbaik banget bank DKI dengan JakOne mobile banking ini! The best lah pokoknya thx aplikasi recommended,terbaik banget bank dki jakone mobile banking the best pokoknya thx aplikasi recommended,terbaik:5; banget:1,pokoknya:-3; aplikasi:-4,6.0,-7.0,-1.0,negatif,recommended; terbaik,positif
2582,Ada banyak benefit gratis untuk aplikasi ini. Mendapatkan reward 600rb ribu saat mendaftar. Tampilan nya juga sangat keren.,benefit gratis aplikasi mendapatkan reward 600rb ribu mendaftar tampilan nya keren,gratis:4; tampilan:1,aplikasi:-4,5.0,-4.0,1.0,positif,keren,positif
2588,GOOD APLIKASI MOBILE BANKING,good aplikasi mobile banking,good:5,aplikasi:-4,5.0,-4.0,1.0,positif,,manual_review
2591,"Aplikasi mudah di gunakan, Tampilan baru keren bagus pokoknya iyahh",aplikasi mudah gunakan tampilan keren bagus pokoknya iyahh,mudah:4; tampilan:1; bagus:2,aplikasi:-4; pokoknya:-3,7.0,-7.0,0.0,netral,aplikasi mudah; bagus; keren,positif
2619,"Pendaftarannya termasuk cepet, fitur²nya mudah dipahami dan app ini ngebantu banget buat yg sibuk gak sempet ke atm buat tf",pendaftarannya termasuk cepet fitur nya mudah dipahami aplikasi ngebantu banget sibuk tidak sempet atm transfer,cepet:2; mudah:4; banget:1; sibuk:4,termasuk:-3; aplikasi:-4; tidak:-5,11.0,-12.0,-1.0,negatif,,manual_review
2636,Aplikasi y seru banget,aplikasi y seru banget,seru:5; banget:1,aplikasi:-4,6.0,-4.0,2.0,positif,,manual_review
2637,beli pulsa 200 rb. Saldo udh kepotong tp pulsanya gak masuk. payah bgt ban dki,beli pulsa 200 rb saldo kepotong pulsanya tidak masuk payah banget ban dki,beli:2; saldo:2; masuk:3; banget:1,pulsa:-3; tidak:-5,8.0,-8.0,0.0,netral,payah,negatif
2651,"Aplikasi yg cocok untuk pembayaran,tinggal disempurnakan lg aja",aplikasi cocok pembayaran tinggal disempurnakan lg,cocok:4; tinggal:1,aplikasi:-4,5.0,-4.0,1.0,positif,,manual_review
2659,"Terlalu banyak masalah. Kasus besar di saat lebaran 2025 ngga jadi pelajaran, dan lambat untuk upgrade kualitas.",masalah kasus lebaran 2025 ngga pelajaran lambat upgrade kualitas,pelajaran:2; lambat:1; kualitas:4,masalah:-4; ngga:-2,7.0,-6.0,1.0,positif,lambat,negatif
2669,"ada banyak banefit gratis untuk aplikasi saat ini,mendaptkan reward Rp600rb sat mendaftar.",banefit gratis aplikasi mendaptkan reward rp600rb sat mendaftar,gratis:4,aplikasi:-4,4.0,-4.0,0.0,netral,,manual_review
2673,Sering tidak bisa di buka jakonenya mohon lebih diperhatikan,tidak bisa buka jakonenya mohon lebih diperhatikan,buka:3; mohon:2; lebih:1,tidak:-5,6.0,-5.0,1.0,positif,,manual_review
2674,"JakOne salah satu aplikasi yg recommended, Aplikasi yang mudah digunakan dan dilengkapi dengan berbagai fitur yang memudahkan pengguna dalam melakukan transaksi.",jakone salah aplikasi recommended aplikasi mudah digunakan dilengkapi fitur memudahkan pengguna melakukan transaksi,mudah:4; memudahkan:3; pengguna:1; transaksi:4,salah:-4; aplikasi:-4; aplikasi:-4,12.0,-12.0,0.0,netral,mudah digunakan; aplikasi mudah; recommended; memudahkan,positif
2680,Terimakasih atas responnya dan semoga bisa terus berkembang lebih jauh lebih baik dari tahun-tahun sebelumnya,terimakasih atas responnya semoga bisa berkembang lebih jauh lebih tahun tahun sebelumnya,terimakasih:5; lebih:1; lebih:1,atas:-4; jauh:-4,7.0,-8.0,-1.0,negatif,,manual_review
2682,"ini bagaimana saya sudah punya buku tabungan di bank dki, pas di bagian masukan kode OTP kenapa kodenya gk pernah di kirim di pesan??",punya buku tabungan bank dki pas masukan kode otp kenapa kodenya tidak kirim pesan,punya:3; tabungan:3; pas:3; pesan:2,kode:-3; tidak:-5; kirim:-2,11.0,-10.0,1.0,positif,,manual_review
2693,"beberapa menu hilang, masa menu tranfer antar bank hilang, parah ini mah",beberapa menu hilang masa menu tranfer antar bank hilang parah mah,hilang:3; hilang:3,parah:-5,6.0,-5.0,1.0,positif,parah,negatif
2706,"aplikasinya bagus, tapi sering minta update . jd kdg klo lagi buru-buru agak susah krn harus update dulu ..",aplikasi bagus minta update kdg klo buru buru agak susah update,bagus:2; minta:2; buru:1; buru:1,aplikasi:-4; susah:-3,6.0,-7.0,-1.0,negatif,bagus,positif
2707,"bagus sekali aplikasinya, sangat nyaman dan tampilanya kerennn.",bagus aplikasi nyaman tampilanya kerennn,bagus:2; nyaman:4,aplikasi:-4,6.0,-4.0,2.0,positif,nyaman; bagus; keren,positif
2710,"Setuap mau setting login biometrik, selalu force close. Padahal versi seblumnya lancar aja.Tolong diperbaiki aplikasinya.",setuap setting login biometrik force close padahal versi seblumnya lancar tolong diperbaiki aplikasi,lancar:4; tolong:3,close:-2; aplikasi:-4,7.0,-6.0,1.0,positif,lancar; force close,manual_review
2733,Apk nya bagus bisa mempermudah transaksi saya,aplikasi nya bagus bisa mempermudah transaksi,bagus:2; transaksi:4,aplikasi:-4; mempermudah:-3,6.0,-7.0,-1.0,negatif,bagus,positif
2734,"Make jakone dri 2019. Eh smkin kesini apknya malah gajelas. Kmrn sempet eror alasannya jaringan lagi diperbaiki trus ga nongol di playstore. Giliran udh nongol di playstore. Malah gabisa login, disuru coba lagi trus. TOLONG LAH LEBIH DIPERHATIIN LAGI APKNYA. UDH MAKR BERTAHUN TAHUN NIH. MASA GINI AJA UDAH MAU SEBULAN LEBIH.",make jakone dri 2019 eh smkin kesini apknya gajelas kmrn sempet error alasannya jaringan diperbaiki tidak nongol playstore giliran nongol playstore tidak bisa login disuru coba tolong lebih diperhatiin apknya makr bertahun tahun nih masa gini udah sebulan lebih,jaringan:3; nongol:2; giliran:3; coba:2; tolong:3; lebih:1; lebih:1,error:-5; tidak:-5; nongol:-2; tidak:-5,15.0,-17.0,-2.0,negatif,tidak bisa login; error; eror,negatif
2736,"Semua kebutuhan mobile banking bisa dilakukan dalam satu aplikasi, JakOne jawabannya",kebutuhan mobile banking bisa dilakukan aplikasi jakone jawabannya,kebutuhan:4,aplikasi:-4,4.0,-4.0,0.0,netral,,manual_review
2737,"Gajelas hampir tiap awal bulan suka gabisa di buka,..",gajelas bulan suka tidak bisa buka,suka:3; buka:3,bulan:-1; tidak:-5,6.0,-6.0,0.0,netral,,manual_review
2745,"bagus aplikasinya nya JakOne simple dan gmpang jg d plajarin nya, qris sangat ngebantu bgt",bagus aplikasi nya jakone simple gmpang jg d plajarin nya qris ngebantu banget,bagus:2; simple:3; banget:1,aplikasi:-4,6.0,-4.0,2.0,positif,simple; bagus,positif
2746,"awal nya m lupa pin ,setelah urus ke bank DKI cabang Dewi Sartika ganti nomor baru lah untuk bikin m banking,dan alhasil karyawan ngerjain nya ga jelas atau buru2, belum tuntas, resgis dan login dirumah lah ,Al hasil m banking masih sama tidak bisa di buka",nya m lupa pin setelah urus bank dki cabang dewi sartika ganti nomor bikin m banking alhasil karyawan ngerjain nya tidak jelas buru2 belum tuntas resgis login dirumah al hasil m banking tidak bisa buka,lupa:1; ganti:3; karyawan:3; hasil:3; buka:3,ngerjain:-2; tidak:-5; jelas:-1; tuntas:-2; tidak:-5,13.0,-15.0,-2.0,negatif,,manual_review
2747,Apk nya mudah di gunakan dan keren banget,aplikasi nya mudah gunakan keren banget,mudah:4; banget:1,aplikasi:-4,5.0,-4.0,1.0,positif,keren,positif
2752,"Download aplikasi JakOne mobile sangat membantu buat pembayaran dan pembelian. Fitur dari aplikasinya lumayan lengkap, bisa bayar pakai qris tanpa lemot,",download aplikasi jakone mobile membantu pembayaran pembelian fitur aplikasi lumayan lengkap bisa bayar pakai qris lambat,membantu:4; lumayan:1; lengkap:2; bayar:1; lambat:1,aplikasi:-4; aplikasi:-4,9.0,-8.0,1.0,positif,sangat membantu; lemot; lambat,manual_review
2757,Bagus bgt apk nya.. Ngebantu bgt buat tiap pembayaran belanjaan . Seneng bisa nemu apk ini 💜💜,bagus banget aplikasi nya ngebantu banget pembayaran belanjaan seneng bisa nemu aplikasi,bagus:2; banget:1; banget:1; seneng:5,aplikasi:-4; nemu:-2; aplikasi:-4,9.0,-10.0,-1.0,negatif,bagus,positif
2761,"hari ini mau digunakan ga bisa ,aplikasi suka ngehang padahal internet stabil.disaat bank lain meningkatkan pelayanannya ,bank ini jalan di tempat.apa Krn sdh pny nasabah tetap y 😂🤔",hari digunakan tidak bisa aplikasi suka ngehang padahal internet stabil disaat bank meningkatkan pelayanannya bank jalan pny nasabah y,suka:3; stabil:3; nasabah:4,tidak:-5; aplikasi:-4,10.0,-9.0,1.0,positif,,manual_review
2767,JakOne aplikasi mobile banking favorit aku & keluarga.. aplikasinya mudah digunakan dan tampilan barunya keren,jakone aplikasi mobile banking favorit keluarga aplikasi mudah digunakan tampilan barunya keren,keluarga:4; mudah:4; tampilan:1,aplikasi:-4; aplikasi:-4,9.0,-8.0,1.0,positif,mudah digunakan; aplikasi mudah; keren,positif
2769,"server sering down transfer transfer buat top up ga bisa, penanganan lambat",server down transfer transfer top up tidak bisa penanganan lambat,top:5; penanganan:1; lambat:1,down:-3; tidak:-5,7.0,-8.0,-1.0,negatif,lambat,negatif
2770,"Aplikasinya sampah. Jaringan gw bagus, buat buka aplikasi yg lain aman. Cuman buat buka aplikasi ini doang yg loading gk tau sampe kapan. Ujung-ujungnya dibilang pastikan koneksi internet stabil. Bank pemerintah kok cacat begini. Lebih ramah bank BCA DAN BNI.",aplikasi sampah jaringan gw bagus buka aplikasi aman cuman buka aplikasi doang loading tidak tau sampe kapan ujung ujungnya dibilang pastikan koneksi internet stabil bank pemerintah kok cacat lebih ramah bank bca bni,jaringan:3; bagus:2; buka:3; buka:3; doang:1; tau:4; pastikan:3; koneksi:2; stabil:3; lebih:1; ramah:5,aplikasi:-4; sampah:-4; aplikasi:-4; aplikasi:-4; tidak:-5; ujung:-3; cacat:-5,30.0,-29.0,1.0,positif,bagus,positif
2780,"Aplikasi mudah di gunakan, Tampilan baru keren aplikasi sangat bermanfaat buat saya, keren",aplikasi mudah gunakan tampilan keren aplikasi bermanfaat keren,mudah:4; tampilan:1; bermanfaat:5,aplikasi:-4; aplikasi:-4,10.0,-8.0,2.0,positif,aplikasi mudah; keren,positif
2786,sudah 2 hari erorr ga bisa transaksi ke bank lain,2 hari erorr tidak bisa transaksi bank,transaksi:4,tidak:-5,4.0,-5.0,-1.0,negatif,eror; tidak bisa transaksi,negatif
2787,Sayang banget apk nya terlalu sensitif gak tau tiba tiba tiba paswornya ke blokir di ganti paswor baru masih saja ke blokir dan sekarang pas mau login gak bisa lagi servernya ofline 😪 padahal sudah enak banget fitur transaksinya,sayang banget aplikasi nya sensitif tidak tau tiba tiba tiba paswornya blokir ganti paswor blokir pas login tidak bisa servernya ofline padahal enak banget fitur transaksinya,sayang:3; banget:1; sensitif:1; tau:4; ganti:3; pas:3; enak:5; banget:1,aplikasi:-4; tidak:-5; blokir:-3; blokir:-3; tidak:-5,21.0,-20.0,1.0,positif,,manual_review
2796,"Transfer ke bank lain kenapa tidak bisa?.,,,padahal sudah update terbaru",transfer bank kenapa tidak bisa padahal update terbaru,terbaru:4,tidak:-5,4.0,-5.0,-1.0,negatif,,manual_review
2799,"Pertahankankan ya min aplikasinya keren parah, ga ribet, simpel, cocok. Kerenlahh. Buat yg belum download segerakana downloadnya, ini aplikasinya mudah banget loh, serbaguna lagi. Gaskan",pertahankankan ya min aplikasi keren parah tidak ribet simpel cocok kerenlahh belum download segerakana downloadnya aplikasi mudah banget loh serbaguna gaskan,ya:4; ribet:4; simpel:3; cocok:4; mudah:4; banget:1,aplikasi:-4; parah:-5; tidak:-5; aplikasi:-4,20.0,-18.0,2.0,positif,aplikasi mudah; simpel; keren; parah; ribet,manual_review
2800,"Bikin rekening gampang, ga seribet bank2 lain.. fitur di apk nya juga lengkap, gampang makenya. Sudah bisa QR..",bikin rekening gampang tidak seribet bank2 fitur aplikasi nya lengkap gampang makenya bisa qr,gampang:4; lengkap:2; gampang:4,tidak:-5; aplikasi:-4,10.0,-9.0,1.0,positif,ribet,negatif
2811,Aplikasinya banyak fitur yang bisa digunakan seperti mobile banking dan Qris. Mudah juga dalam penggunaanya.,aplikasi fitur bisa digunakan mobile banking qris mudah penggunaanya,mudah:4,aplikasi:-4,4.0,-4.0,0.0,netral,,manual_review
2818,"Apk nya bagus fitur"" nya juga simple",aplikasi nya bagus fitur nya simple,bagus:2; simple:3,aplikasi:-4,5.0,-4.0,1.0,positif,simple; bagus,positif
2822,Lemot buka aplikasinya,lambat buka aplikasi,lambat:1; buka:3,aplikasi:-4,4.0,-4.0,0.0,netral,lemot; lambat,negatif
2824,"Buruk apalah buka aplikasi disuruh cek internet padahal jaringan bagus ,buka jak one pay juga sama servernya sibuk , sedangkan mbank lain lancar",buruk apalah buka aplikasi disuruh cek internet padahal jaringan bagus buka jak one pay servernya sibuk sedangkan mbank lancar,buka:3; jaringan:3; bagus:2; buka:3; sibuk:4; lancar:4,buruk:-5; apalah:-2; aplikasi:-4; disuruh:-2; cek:-4,19.0,-17.0,2.0,positif,lancar; bagus; buruk,manual_review
2831,"Aplikasi mudah di gunakan, Tampilan baru keren buruann donlod",aplikasi mudah gunakan tampilan keren buruann donlod,mudah:4; tampilan:1,aplikasi:-4,5.0,-4.0,1.0,positif,aplikasi mudah; keren,positif
2832,"Saya pengguna baru, buat kalian nasabah aplikasi ini sangat penting, jadi download nggak ada ruginya kok 👍",pengguna kalian nasabah aplikasi penting download tidak ruginya kok,pengguna:1; nasabah:4; penting:3,aplikasi:-4; tidak:-5,8.0,-9.0,-1.0,negatif,,manual_review
2833,aplikasi yang paling the besttt yanggg saya punya fitur utama nya sangat lengkal bahkan ketika saya melakukan transaksi saya merasa aman gampanggg dan praktiss,aplikasi the besttt yanggg punya fitur utama nya lengkal bahkan melakukan transaksi merasa aman gampanggg praktiss,punya:3; transaksi:4,aplikasi:-4; merasa:-2,7.0,-6.0,1.0,positif,praktis,positif
2843,Aplikasi yang sangat berguna,aplikasi berguna,berguna:5,aplikasi:-4,5.0,-4.0,1.0,positif,berguna,positif
2848,"Aplikasi bagus ,sangat membantu",aplikasi bagus membantu,bagus:2; membantu:4,aplikasi:-4,6.0,-4.0,2.0,positif,sangat membantu; bagus,positif
2855,"aplikasinya bagus banget lengkap jugaa , mudah lagi untuk di pakai ga bikin bingung gimana cara pakai nya recommended deh",aplikasi bagus banget lengkap jugaa mudah pakai tidak bikin bingung gimana pakai nya recommended deh,bagus:2; banget:1; lengkap:2; mudah:4,aplikasi:-4; tidak:-5,9.0,-9.0,0.0,netral,bagus; recommended,positif
2858,"Kenapa tidak bisa transfer lagi ya jakone mobile saya,pas mau transfer pilihan sumber rekening nya tidak ada, dan setiap masukin pin ada tulisan error umum",kenapa tidak bisa transfer ya jakone mobile pas transfer pilihan sumber rekening nya tidak setiap masukin pin tulisan error umum,ya:4; pas:3; pilihan:5; umum:1,tidak:-5; tidak:-5; error:-5,13.0,-15.0,-2.0,negatif,error,negatif
2866,"tranksaksi apapun selalu ku percayakan kepada jakone,semua tersedia di apk inj",tranksaksi apapun ku percayakan jakone tersedia aplikasi inj,tersedia:4,aplikasi:-4,4.0,-4.0,0.0,netral,,manual_review
2869,"Banyak fitur2 diaplikasinya yg sangat membantu. Aplikasinya mudah digunakan, tidak berat.",fitur2 diaplikasinya membantu aplikasi mudah digunakan tidak berat,membantu:4; mudah:4,aplikasi:-4; tidak:-5,8.0,-9.0,-1.0,negatif,mudah digunakan; aplikasi mudah; sangat membantu,positif
2880,Aplikasinya sangat membantu sekali dan penampilan tema nya juga simpel dan ada vitur qris yg mempermudah pengguna,aplikasi membantu penampilan tema nya simpel vitur qris mempermudah pengguna,membantu:4; simpel:3; pengguna:1,aplikasi:-4; mempermudah:-3,8.0,-7.0,1.0,positif,sangat membantu; membantu sekali; simpel,positif
2894,"Alasan perbaikan system, system yg buat manusia, dari dulu klo ada error alasan system terus. giliran nawarin KMG offline/online gencar banget tiap hari ada aja yg WA nawarin KMG, giliran ada error, dah 2 pekan ini loh...",alasan perbaikan system system manusia klo error alasan system giliran nawarin kmg offline online gencar banget hari wa nawarin kmg giliran error dah 2 pekan loh,perbaikan:3; manusia:3; giliran:3; banget:1; giliran:3,error:-5; error:-5; dah:-3,13.0,-13.0,0.0,netral,error,negatif
2905,Gue suka tampilan aplikasi nya mudah di gunakan dan untuk aplikasinya cepat kagak lemot,gue suka tampilan aplikasi nya mudah gunakan aplikasi cepat kagak lambat,suka:3; tampilan:1; mudah:4; cepat:3; lambat:1,aplikasi:-4; aplikasi:-4; kagak:-3,12.0,-11.0,1.0,positif,cepat; lemot; lambat,manual_review
2911,"Jakone mobile versi baru lumayan lama loading dan membuka per menu lama sekali, saya mau proses transfer sudah 2 jam belum berhasil, sudah restart 4 kali, harus berada di sinyal yang sangat kuat, sinyal biasa ga bisa",jakone mobile versi lumayan loading membuka menu proses transfer 2 jam belum berhasil restart 4 berada sinyal kuat sinyal tidak bisa,lumayan:1; proses:1; berada:4; kuat:2,berhasil:-3; tidak:-5,8.0,-8.0,0.0,netral,,manual_review
2913,"one of the best transaction, cocok buat daily transactions mudah banget pakenya, engga perlu pusing milih app buat online payment",one of the best transaction cocok daily transactions mudah banget pakenya engga pusing milih aplikasi online payment,cocok:4; mudah:4; banget:1,pusing:-4; milih:-2; aplikasi:-4,9.0,-10.0,-1.0,negatif,,manual_review
2922,Terimakasih banget mba evii udah kasih info apk jakone mobile di kampus Universitas satya negara Indonesia,terimakasih banget mba evii udah kasih info aplikasi jakone mobile kampus universitas satya negara indonesia,terimakasih:5; banget:1; kasih:2,info:-3; aplikasi:-4,8.0,-7.0,1.0,positif,,manual_review
2924,"Gak diragukan lagi aplikasi lengkap gak ribet juga prosesnya malah memudahkan kita dalam bertransaksi,",tidak diragukan aplikasi lengkap tidak ribet prosesnya memudahkan kita bertransaksi,lengkap:2; ribet:4; memudahkan:3; bertransaksi:3,tidak:-5; aplikasi:-4; tidak:-5,12.0,-14.0,-2.0,negatif,memudahkan; ribet,manual_review
2934,"Sementara 3 dlu (ga jadi, 1 aja langsung), gatau kenapa ketika buka rasanya lemot banget, padahal sinyal penuh , buka aplikasi lain bisa lancar, buka jackone aja nih yang lemot banget , jadi transaksi pake qris lama, transfer lama juga..... (ulasan tahun lalu) dan sekarang dari sebelum lebaran sampai setelah lebaran , masih belum bisa berfungsi dengan baik juga ini aplikasi , astagaaa, kalau ada problem sampaikan ke publik biar pada tau dan tidak bingung itu baru BERKELAS.",3 dlu tidak 1 langsung gatau kenapa buka rasanya lambat banget padahal sinyal penuh buka aplikasi bisa lancar buka jackone nih lambat banget transaksi pakai qris transfer ulasan tahun lebaran setelah lebaran belum bisa berfungsi aplikasi astagaaa problem sampaikan publik biar tau tidak bingung berkelas,langsung:3; buka:3; lambat:1; banget:1; buka:3; lancar:4; buka:3; lambat:1; banget:1; transaksi:4; ulasan:3; biar:1,tidak:-5; gatau:-1; aplikasi:-4; aplikasi:-4; problem:-4; tau:-4; tidak:-5,28.0,-27.0,1.0,positif,lancar; lemot; lambat,manual_review
2936,"makin kesini makin aneh banget JakOne, sinyal sudah bagus tapi tidak bisa transaksi, sekali transaksi gagal saldo tapi kepotong, perbaiki sistem nya biar banyak pengguna nya yg gak kecewa",kesini aneh banget jakone sinyal bagus tidak bisa transaksi transaksi gagal saldo kepotong perbaiki sistem nya biar pengguna nya tidak kecewa,aneh:4; banget:1; bagus:2; transaksi:4; transaksi:4; saldo:2; biar:1; pengguna:1,tidak:-5; gagal:-4; sistem:-4; tidak:-5,19.0,-18.0,1.0,positif,bagus; transaksi gagal; tidak bisa transaksi; kecewa,manual_review
2942,"Rekomendasi banget buat kalian yg cari pinjaman, aplikasi mudah digunakan! Dan banyak fitu bagus, buruan download guys dijamin mantul👍",rekomendasi banget kalian cari pinjaman aplikasi mudah digunakan fitu bagus buruan download guys dijamin mantul,banget:1; mudah:4; bagus:2; buruan:1; guys:1,cari:-3; aplikasi:-4,9.0,-7.0,2.0,positif,mudah digunakan; aplikasi mudah; bagus,positif
2945,assalamualaikum untuk BANK DKI tolong di masukan lagi antar transfer bank lainnya karena susah Dan tak nyaman klo hanya antar 1 bank saja 🙏,assalamualaikum bank dki tolong masukan antar transfer bank lainnya susah tak nyaman klo antar 1 bank,assalamualaikum:3; tolong:3,susah:-3; nyaman:-4,6.0,-7.0,-1.0,negatif,nyaman,positif
2947,"ini aplikasinya bagus banget loh, bisa bantu buat bayar listrik dll kalo mager keluar rumah",aplikasi bagus banget loh bisa bantu bayar listrik dll mager keluar rumah,bagus:2; banget:1; bantu:3; bayar:1; rumah:3,aplikasi:-4; mager:-4; keluar:-3,10.0,-11.0,-1.0,negatif,bagus,positif
2955,Kenapa ga bisa Transfer ke Bank lain ya masa harus ke sesama DKI?,kenapa tidak bisa transfer bank ya masa sesama dki,ya:4,tidak:-5,4.0,-5.0,-1.0,negatif,,manual_review
2963,Jakone user friendly banget mau anak muda sampe kakek ku juga suka,jakone user friendly banget anak muda sampe kakek ku suka,banget:1; kakek:3; suka:3,anak:-3; muda:-2,7.0,-5.0,2.0,positif,,manual_review
2964,Min tolong dong knp kode SMS otp kok ga masuk masuk ya tolong di bantu min saya butuh banget sumpah dah,min tolong knp kode sms otp kok tidak masuk masuk ya tolong bantu min butuh banget sumpah dah,tolong:3; masuk:3; ya:4; tolong:3; bantu:3; banget:1; sumpah:3,kode:-3; tidak:-5; masuk:-3; butuh:-5; dah:-3,20.0,-19.0,1.0,positif,,manual_review
2977,"Ini baru mobile banking yg cerdas krn mudah, simple tapi lengkap.. Pokoknye josss dah.. Jgn sering2 update yeh kaya tetangga sebelah.. Hehheeee",mobile banking cerdas mudah simple lengkap pokoknye josss dah jangan sering2 update yeh kaya tetangga sebelah hehheeee,mudah:4; simple:3; lengkap:2; kaya:2,dah:-3; jangan:-3; sebelah:-4,11.0,-10.0,1.0,positif,simple,positif
2980,Aplikasi sangat membantu,aplikasi membantu,membantu:4,aplikasi:-4,4.0,-4.0,0.0,netral,sangat membantu,positif
2983,"Jaringan hp saya bagus kenapa susah sekali untuk dibuka aplikasi ini, coba diperbaiki sistemnya",jaringan hp bagus kenapa susah dibuka aplikasi coba diperbaiki sistemnya,jaringan:3; bagus:2; coba:2,susah:-3; aplikasi:-4,7.0,-7.0,0.0,netral,bagus,positif
3013,menabung tanpa kesulitan ???????? tinggal klik saja,menabung kesulitan tinggal klik,menabung:4; tinggal:1,kesulitan:-5,5.0,-5.0,0.0,netral,,manual_review
3044,"Lebih efisien dan fleksibel kalau punya apk ini, tapi ini apk jakone lama yaa untuk log in dan loading aplikasinyaa 😴",lebih efisien fleksibel punya aplikasi aplikasi jakone yaa log in loading aplikasinyaa,lebih:1; efisien:4; punya:3,aplikasi:-4; aplikasi:-4,8.0,-8.0,0.0,netral,,manual_review
3047,"Aplikasinya bisa digunakan dengan baik, semoga bisa lebih baik daripada ini. Sukses selalu.",aplikasi bisa digunakan semoga bisa lebih sukses,lebih:1; sukses:3,aplikasi:-4,4.0,-4.0,0.0,netral,,manual_review
3058,"Berhasil ga, tp pulsa kepotong",berhasil tidak pulsa kepotong,berhasil:3; pulsa:3,tidak:-5,6.0,-5.0,1.0,positif,,manual_review
3059,"Aplikasinya sangat recommended,fitur mudah di pahami, pendaftaran tidak ribet best pokoknya",aplikasi recommended fitur mudah pahami pendaftaran tidak ribet best pokoknya,mudah:4; pendaftaran:3; ribet:4,aplikasi:-4; tidak:-5; pokoknya:-3,11.0,-12.0,-1.0,negatif,recommended; ribet,manual_review
3087,"Aplikasi nya mudah di gunakan, cepet juga kalo mau buka rekening baru. Dan gak lemotttt...",aplikasi nya mudah gunakan cepet buka rekening tidak lemotttt,mudah:4; cepet:2; buka:3,aplikasi:-4; tidak:-5,9.0,-9.0,0.0,netral,lemot,negatif
3088,tampilannya bagus dan mudah untuk digunakan juga. keren dah pokoknya!!,tampilannya bagus mudah digunakan keren dah pokoknya,bagus:2; mudah:4,dah:-3; pokoknya:-3,6.0,-6.0,0.0,netral,mudah digunakan; bagus; keren,positif
3092,Salah satu aplikasi yang rekomendasi banget nih buat pembayaran terimakasih,salah aplikasi rekomendasi banget nih pembayaran terimakasih,banget:1; terimakasih:5,salah:-4; aplikasi:-4,6.0,-8.0,-2.0,negatif,,manual_review
3095,"Data Mutasi rekening tdk bisa di lihat, tolong di perbaiki.",data mutasi rekening tidak bisa lihat tolong perbaiki,lihat:3; tolong:3,data:-3; tidak:-5,6.0,-8.0,-2.0,negatif,,manual_review
3100,"Sy ingin melunasi KPR rumah di bank DKI syariah Cab. Margonda, tapi tidak ada follow up nya..telp CS tapi tidak bisa memberi solusi, jawabannya seperti robot.",sy ingin melunasi kpr rumah bank dki syariah cab margonda tidak follow up nya telp cs tidak bisa memberi solusi jawabannya robot,rumah:3; memberi:2; solusi:3,tidak:-5; tidak:-5,8.0,-10.0,-2.0,negatif,,manual_review
3102,"Aplikasi nya bagus sekali,fitur lengkap",aplikasi nya bagus fitur lengkap,bagus:2; lengkap:2,aplikasi:-4,4.0,-4.0,0.0,netral,bagus,positif
3105,Transaksi di Alfa terkendala! Saldo berkurang tp tdk terdeksi di Pembayaran Kasir..Mengapa?!,transaksi alfa terkendala saldo berkurang tidak terdeksi pembayaran kasir mengapa,transaksi:4; saldo:2,berkurang:-3; tidak:-5,6.0,-8.0,-2.0,negatif,,manual_review
