review,clean_review,current_label,lexicon_score,suggested_label,reason,evidence_pattern,confidence_level,category
"App yg sangat membantu, baru tau ada app yg sebagus ini",aplikasi membantu tau aplikasi sebagus,negatif,-8.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Sangat membantu dalam pembelian pulsa, listrik, dan pembayaran online shop. Jadi gak perlu repot cari konter. hehe",membantu pembelian pulsa listrik pembayaran online shop tidak repot cari konter hehe,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
Aplikasi yang sangat membantu.semakin aplikasi yang baru semakin baik.saya pakai jakone mobile gak pernah error.untuk masuk ke akun gak pernah nunggu lama.,aplikasi membantu aplikasi pakai jakone mobile tidak error masuk akun tidak nunggu,negatif,-13.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
Aplikasi yg sangat membantu. Mempermudah saat membeli pulsa dan bayar berbagai macam tagihan. Tampilannya juga gak ribet dan ringan jadi tidak banyak memakan ruang.,aplikasi membantu mempermudah membeli pulsa bayar tagihan tampilannya tidak ribet ringan tidak memakan ruang,negatif,-6.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Awalnya gk tahu kalau aplikasi ini bisa top up JakCard pakai kartu debit dari bank lain, tapi setelah coba sendiri, ternyata prosesnya cepat, mudah, dan sangat membantu, apalagi kalau lagi butuh mendadak, apk nya recommended!",awalnya tidak tahu aplikasi bisa top up jakcard pakai kartu debit bank setelah coba ternyata prosesnya cepat mudah membantu apalagi butuh mendadak aplikasi nya recommended,negatif,-4.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Aplikasi jempolan yang sangat membantu. Sejauh ini belum pernah menemukan kendala sih, suka banget pakai aplikasi ini. Aplikasi andalan.",aplikasi jempolan membantu sejauh belum menemukan kendala sih suka banget pakai aplikasi aplikasi andalan,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
apk jakone sangat membantu saya dalam segala hal dan apk ini sangat saya rekomendasikan bagi kalian. ga bakal nyesel deh,aplikasi jakone membantu aplikasi rekomendasikan kalian tidak nyesel deh,negatif,-4.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
Aplikasi JakOne aplikasi yang sangat membantu untuk kebutuhan sehari-hari seperti membeli pulsa sampe dengan membayar listrik,aplikasi jakone aplikasi membantu kebutuhan sehari hari membeli pulsa sampe membayar listrik,negatif,-4.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
Aplikasinya sangat membantu dan juga banyak fiturnya ga nyesel download aplikasi ini,aplikasi membantu fiturnya tidak nyesel download aplikasi,negatif,-4.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Aplikasi nya sangat membantu, tidak ngadat dan menunya semua bisa di mengerti. Tingkatkan terus kualitasnya",aplikasi nya membantu tidak ngadat menunya bisa mengerti tingkatkan kualitasnya,negatif,-3.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
Aplikasi sangat membantu untuk transaksi pembelian pulsa pln atau pembayaran PDAM jadi nggak ribet harus keluar rumah dulu deh,aplikasi membantu transaksi pembelian pulsa pln pembayaran pdam tidak ribet keluar rumah deh,netral,0.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Keren, appsnya mempermudah banget, Aplikasi bank digital yang sangat membantu.",keren appsnya mempermudah banget aplikasi bank digital membantu,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Waahhh aplikasi yg sangat sangat membantu, mau beli pulsa dan pulsa data serta sangat membantu dalam melakukan pembayaran listrik, PDAM, dan membayar angsuran juga bisa pakai aplikasi ini, saya pribadi sangat merasa terbantu, karna kebetulan saya adalah orang yg malas untuk bepergian, dngan aplikasi in semua bisa dibayar menggunakan hp saja, terimakasih jekone mobile, ayo semakin ditingkatkan performa dalam aplikasi supaya makin keren 😍",waahhh aplikasi membantu beli pulsa pulsa data membantu melakukan pembayaran listrik pdam membayar angsuran bisa pakai aplikasi pribadi merasa terbantu kebetulan orang malas bepergian dngan aplikasi in bisa dibayar menggunakan hp terimakasih jekone mobile ayo ditingkatkan performa aplikasi keren,negatif,-11.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Aplikasinya sangat membantu sekali, soalnya banyak sekali fitur fitur layanannya, tampilannya tidak membingungkan dan cocok untuk yang baru pertama kali nyoba",aplikasi membantu soalnya fitur fitur layanannya tampilannya tidak membingungkan cocok pertama nyoba,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
Downlod aplikasi JakOne mobile sangat membantu dan aplikasinya lengkap 👍,downlod aplikasi jakone mobile membantu aplikasi lengkap,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Aplikasi nya sangat membantu, dan mempermudah transaksi, juga bikin rekening nya gak ribet",aplikasi nya membantu mempermudah transaksi bikin rekening nya tidak ribet,netral,0.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Aplikasi Sangat membantu. Mau deposit, pembayaran dan pembelian di aplikasi ini aja. Saya kasi bintang 5 soalnya tidak ribet penggunaannya.",aplikasi membantu deposit pembayaran pembelian aplikasi kasi bintang 5 soalnya tidak ribet penggunaannya,negatif,-9.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
Aplikasi yang sangat membantu dan tidak susah buat memakainya..buruan download,aplikasi membantu tidak susah memakainya buruan download,negatif,-1.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Sangat membantu sekali ya menurut saya recomend bgt ini apk ngak perlu ribet"" lagi jika mau beli pulsa atau kuota internet ,apk yg serbaguna",membantu ya menurut recomend banget aplikasi ngak ribet beli pulsa kuota internet aplikasi serbaguna,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
Wah aplikasi ini sangat membantu dan mempermudah dari segi pembayaran apalagi ketika mau berbelanja.. Dengan aplikasi ini sangat mempermudah bayar ketika mau berbelanja dimana saja.,aplikasi membantu mempermudah segi pembayaran apalagi berbelanja aplikasi mempermudah bayar berbelanja dimana,negatif,-13.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
Aplikasi wajib ..sangat membantu sekali..recomended bnget pkoknya..bintang 5 buat apk ini.,aplikasi wajib membantu recomended bnget pkoknya bintang 5 aplikasi,negatif,-6.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Aplikasinya sangat membantu buat bayar tagihan jadi ga pake ribet, tampilannya juga bagus dan bisa scan qris juga",aplikasi membantu bayar tagihan tidak pakai ribet tampilannya bagus bisa scan qris,negatif,-6.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
Aplikasinya sangat membantu dan memudahkan kita dalam membayar tagihan dan gak perlu ribet ke atm,aplikasi membantu memudahkan kita membayar tagihan tidak ribet atm,negatif,-1.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Aplikasi sangat membantu, mempermudah pembayaran dan sangat banyak fitur",aplikasi membantu mempermudah pembayaran fitur,negatif,-3.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"JakOne mobile ini aplikasi yang sangat membantu gais. Proses tranfer cepet, nggak cuma transfer tapi bisa juga buat bayar pulsa dan lainnya. Lengkap pokoknya",jakone mobile aplikasi membantu gais proses tranfer cepet tidak transfer bisa bayar pulsa lainnya lengkap pokoknya,negatif,-5.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Aplikasi ini sangat membantu,,,tapi habis diperbarui malah ga bisa dibuka lagi,,,knp?????",aplikasi membantu habis diperbarui tidak bisa dibuka knp,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Aplikasinya sangat membantu dan fleksibel, tidak ribet dan sistem sangat fast respon pertahankan kualitasnya🙏😁",aplikasi membantu fleksibel tidak ribet sistem fast respon pertahankan kualitasnya,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
Aplikasi ini sangat membantu dan fitur fitur nya sangat mudah dipahami.semoga aplikasi ini bagus trus agar bisa mempermudah aktivitas,aplikasi membantu fitur fitur nya mudah dipahami semoga aplikasi bagus bisa mempermudah aktivitas,negatif,-1.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
aplikasinya bagus sekali banyak fitur fitur lengkap aplikasi ini sangat membantu saya bangga nemuin aplikasi ini,aplikasi bagus fitur fitur lengkap aplikasi membantu bangga nemuin aplikasi,negatif,-1.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
sangat membantu apabila mau membayar tidak bawa uang tunai dapat menggunakan QRIS,membantu membayar tidak bawa uang tunai menggunakan qris,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Aplikasinya bagus, mempermudah untuk transaksi karena fiturnya banyak,terutama fitur beli pulsa dan kuota itu sangat membantu untuk saya agar tidak usah ke warung",aplikasi bagus mempermudah transaksi fiturnya terutama fitur beli pulsa kuota membantu tidak warung,negatif,-1.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"ga perlu khawatir lagi nyimpan uang karena bisa dilakukan di aplikasi JakOne Mobile, selain aman fitur nya sangat membantu dalam transaksi",tidak khawatir nyimpan uang bisa dilakukan aplikasi jakone mobile aman fitur nya membantu transaksi,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Lengkap banget app JakOne iniii... Sebagus ituuu appnyaa, sangat membantuku apk sangat membatu yu buruan download apk nya!",lengkap banget aplikasi jakone iniii sebagus ituuu appnyaa membantuku aplikasi membatu yu buruan download aplikasi nya,negatif,-6.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Aplikasi ini sangat membantu sekali untuk memudahkan transaksi perbankan dan fitur-fitur dalam aplikasi sangat variatif, jadi ngga bikin bingung serta bikin manjain mata berselancar di aplikasinya, kereenn bangett!!",aplikasi membantu memudahkan transaksi perbankan fitur fitur aplikasi variatif ngga bikin bingung bikin manjain mata berselancar aplikasi kereenn bangett,negatif,-7.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Semenjak di update jadi ga bisa dibuka kalau pake paket data sendiri (padahal kuota banyak dan jaringannya bagus), cuma bisa pake wifi. Udah dicoba berkali-kali diinstal ulang tetap tidak ada perubahan. *aplikasi Hanya bisa dibuka menggunakan wi-fi* Padahal sebelum di update lancar-lancar saja dan aplikasi ini sangat membantu, tapi sekarang sama sekali tidak bisa digunakan. Mohon ada perbaikan!!. Terima kasih",semenjak update tidak bisa dibuka pakai paket data padahal kuota jaringannya bagus bisa pakai wifi udah dicoba berkali diinstal ulang tidak perubahan aplikasi bisa dibuka menggunakan wi fi padahal update lancar lancar aplikasi membantu tidak bisa digunakan mohon perbaikan terima kasih,negatif,-3.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Apk jakone mobil sangat membantu dan mempermudah saya karna bisa digunakan untuk semua jnis pembayaran,pokoknya mantapp",aplikasi jakone mobil membantu mempermudah bisa digunakan jnis pembayaran pokoknya mantapp,negatif,-5.0,positif,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high,positive_pattern
"Aplikasi ini membantu sekali, karena bisa Scan QRIS kalau pengen jajan di luar. Ngk perlu repot-repot bawa uang banyak-banyak lagi deh.",aplikasi membantu bisa scan qris pengen jajan ngk repot repot bawa uang deh,negatif,-6.0,positif,positive_pattern: label conflicts with clear positive phrase,membantu sekali,high,positive_pattern
"Aplikasinya membantu sekali dalam urusan perbankan sehari-hari, bayar tagihan apapun juga jadi mudah, ngga perlu jauh-jauh ke bank plus harus antri lagi.",aplikasi membantu urusan perbankan sehari hari bayar tagihan apapun mudah ngga jauh jauh bank plus antri,negatif,-3.0,positif,positive_pattern: label conflicts with clear positive phrase,membantu sekali,high,positive_pattern
"Akhirnya nemu juga, aplikasi yang praktis banget dipakai buar pembayaran, bisa qris juga, dan pastinya ringan dipake, gak makan banyak memori.",akhirnya nemu aplikasi praktis banget dipakai buar pembayaran bisa qris pastinya ringan dipake tidak makan memori,negatif,-5.0,positif,positive_pattern: label conflicts with clear positive phrase,praktis,high,positive_pattern
"pake aplikasi ini bikin praktis banget, apalagi kalau gak ada uang cash jajan tinggal scan scan ajaaaa👍",pakai aplikasi bikin praktis banget apalagi tidak uang cash jajan tinggal scan scan ajaaaa,negatif,-1.0,positif,positive_pattern: label conflicts with clear positive phrase,praktis,high,positive_pattern
"Jakone best bangeett lahh,bayar ini itu gampang,ga pake ribet, praktis bangeett. Moga makin maju yaa aplikasi nyaa",jakone best bangeett lahh bayar gampang tidak pakai ribet praktis bangeett moga maju yaa aplikasi nyaa,negatif,-3.0,positif,positive_pattern: label conflicts with clear positive phrase,praktis,high,positive_pattern
"Sebenernya niat g sih buat M Banking, bukanya makin praktis malah makin pusing nungguin g connect2 . Butuh jaringan macam apa sih untuk buka M banking DKI, Sementara Bank Lain baik-baik saja kok jaringannya!",sebenernya niat tidak sih m banking bukanya praktis pusing nungguin tidak connect2 butuh jaringan sih buka m banking dki bank kok jaringannya,negatif,-7.0,positif,positive_pattern: label conflicts with clear positive phrase,praktis,high,positive_pattern
"Makin ribet, ga praktis",ribet tidak praktis,negatif,-13.0,positif,positive_pattern: label conflicts with clear positive phrase,praktis,high,positive_pattern
"aplikasi nya tidak membingungkan dan praktis, fitur nya juga lengkap lengkap. pokoknya keren banget deh",aplikasi nya tidak membingungkan praktis fitur nya lengkap lengkap pokoknya keren banget deh,negatif,-3.0,positif,positive_pattern: label conflicts with clear positive phrase,praktis,high,positive_pattern
"Aplikasi yg sangat bagus di gunakan seperti menjual dan membeli, dan aplikasi ini sangat mudah dan praktis",aplikasi bagus gunakan menjual membeli aplikasi mudah praktis,negatif,-1.0,positif,positive_pattern: label conflicts with clear positive phrase,praktis,high,positive_pattern
Aplikasi nya bikin hidup jadi simple Krn praktis dan gak bikin ribet.. tinggal klik klik langsung sat set sat set..,aplikasi nya bikin hidup simple praktis tidak bikin ribet tinggal klik klik langsung sat set sat set,netral,0.0,positif,positive_pattern: label conflicts with clear positive phrase,praktis,high,positive_pattern
"aplikasi mempermudah saya dalam tf, saya suka sekali, praktis apk ini 👍👍",aplikasi mempermudah transfer suka praktis aplikasi,negatif,-4.0,positif,positive_pattern: label conflicts with clear positive phrase,praktis,high,positive_pattern
"Loginnya mudah, gak berat aplikasinya ... sangat praktis dibandingkan apps bank lain.",login mudah tidak berat aplikasi praktis dibandingkan apps bank,negatif,-1.0,positif,positive_pattern: label conflicts with clear positive phrase,praktis,high,positive_pattern
Terlalu sering updet membingungkan orang tua tidak praktis,updet membingungkan orang tua tidak praktis,negatif,-13.0,positif,positive_pattern: label conflicts with clear positive phrase,praktis,high,positive_pattern
aplikasi kembali ke jaman tradisional=> hanya bisa sesama DKI dan tarik Tunai hanya ATM DKI. QRis tak bisa TRF beda bank tak bisa Top Up Ewallet tak bisa Beli Pulsa juga tak bisa dimana Sisi kepraktisan dalam sistem yang dibilang=> ONLINE?? Sudah dari Tgl 29 Maret 2025 sampai 4 april 2025... BELUM JUGA ADA PERBAIKAN?? SAMPAI KAPAN??,aplikasi jaman tradisional bisa sesama dki tarik tunai atm dki qris tak bisa trf beda bank tak bisa top up ewallet tak bisa beli pulsa tak bisa dimana sisi kepraktisan sistem dibilang online tgl 29 maret 2025 4 april 2025 belum perbaikan kapan,negatif,-11.0,positif,positive_pattern: label conflicts with clear positive phrase,praktis,high,positive_pattern
"Alpikasi kurang nyaman sekarang alpikasinya tambah jelek susah digunakan,susah login",alpikasi kurang nyaman alpikasinya tambah jelek susah digunakan susah login,negatif,-15.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"Tolong untuk menu BI Fast diadakan kembali. saya mau transfer ke bank lain gabisa sama sekali. jangankan transfer beda bank, bayar bpjs pun gabisa. Memang sedang libur lebaran, tapi kita butuh bertransaksi dengan aman dan nyaman.",tolong menu bi fast diadakan transfer bank tidak bisa jangankan transfer beda bank bayar bpjs tidak bisa libur lebaran kita butuh bertransaksi aman nyaman,negatif,-6.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"Banyak masalah, transfer sesama pengguna via qris gak bisa, tiap waktu ada aja hambatan buat transfer, sebagai user aplikasi ini gak nyaman Terpaksa pake aplikasinya",masalah transfer sesama pengguna via qris tidak bisa hambatan transfer user aplikasi tidak nyaman terpaksa pakai aplikasi,negatif,-29.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
apk makin kesini jadi ga jelas transfer ke bank lain ga bisa uang elektroniknya jg ga ada gopay dan dana atau ovo koq jadi bikin customer ga nyaman pakai jakone tolong dong kembalikan apk jakone seperti dulu makin kesini bukan memudahkan malah tambah susah,aplikasi kesini tidak jelas transfer bank tidak bisa uang elektroniknya jg tidak gopay dana ovo koq bikin customer tidak nyaman pakai jakone tolong kembalikan aplikasi jakone kesini bukan memudahkan tambah susah,negatif,-32.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"Aplikasinya keren, tampilan UI nya nyaman dilihat mata, dapat berfungsi dengan baik, keep it up! ✨️",aplikasi keren tampilan ui nya nyaman dilihat mata berfungsi keep it up,negatif,-1.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"Haduuh abis update malah ga bisa dipakai, selalu jaringan internet tidak stabil padahal buka aplikasi mobile banking lain lancar bahkan streaming pun lancar, hanya jakone ini yang tidak bisa dibuka, tolong lah bagian IT nya apakah bisa kerja??? jangan hanya menjawab ""mhn maaf atas ketidaknyamanan dan minta detail permasalahan, harusnya anda yg lebih paham apa permasalahan nya",haduuh abis update tidak bisa dipakai jaringan internet tidak stabil padahal buka aplikasi mobile banking lancar bahkan streaming lancar jakone tidak bisa dibuka tolong it nya apakah bisa kerja jangan menjawab mhn maaf atas ketidaknyamanan minta detail permasalahan harusnya lebih paham permasalahan nya,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"hanya tertawa... dr sblm lebaran sampai lewat lebaran, hari ini tgl 8 April 2025... masih tdk bisa transfer ke bank Lain.. Marketing Digital sedang mengetik : Mohon maaf atas ketidaknyamanannya.. Kami hanya butuh Solusi & tindakan Cepat ... Jauh sama Aplikasi M-banking biru..",tertawa sblm lebaran lebaran hari tgl 8 april 2025 tidak bisa transfer bank marketing digital mengetik mohon maaf atas ketidaknyamanannya butuh solusi tindakan cepat jauh aplikasi m banking biru,negatif,-4.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
dari rumah bisa deposit online senyaman ini pakai satu aplikasi aja.,rumah bisa deposit online senyaman pakai aplikasi,negatif,-1.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"Setiap abis update ga bisa masuk, tolong sistem nya di perbaiki lagi, biar lebih nyaman",setiap abis update tidak bisa masuk tolong sistem nya perbaiki biar lebih nyaman,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
Ampun deh susah bgt buat buka nya.... tolong dong dipermudah cm gara gara signal kurang bagus sy gk bs buka. Gk semua provider signalnya lancar. Biar nyaman mengakses mbanking nya.,ampun deh susah banget buka nya tolong dipermudah cm gara gara signal kurang bagus sy tidak bs buka tidak provider signalnya lancar biar nyaman mengakses mbanking nya,negatif,-6.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
assalamualaikum untuk BANK DKI tolong di masukan lagi antar transfer bank lainnya karena susah Dan tak nyaman klo hanya antar 1 bank saja 🙏,assalamualaikum bank dki tolong masukan antar transfer bank lainnya susah tak nyaman klo antar 1 bank,negatif,-1.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
Koneksi internet bagus dan stabil tapi ga bisa buat buka aplikasinya....mending aplikasi yang lama ga lemot. Ini mau buka aplikasi loading terus dan ada info cek internet...mau dicek apanya lagi orang Internetnya stabil full lagi signalnya. Tolong diperbaiki agar pengguna jackmobile nyaman,koneksi internet bagus stabil tidak bisa buka aplikasi mending aplikasi tidak lambat buka aplikasi loading info cek internet dicek apanya orang internetnya stabil full signalnya tolong diperbaiki pengguna jackmobile nyaman,negatif,-7.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
payah bat fitur transfer ke bank lain gak ada mau transfer ke dana juga gak ada lebih nyaman jakone yg kemaren maren lebih mudah dan gak bikin susah nasabah nya,payah bat fitur transfer bank tidak transfer dana tidak lebih nyaman jakone kemaren maren lebih mudah tidak bikin susah nasabah nya,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"aplikasi nya tambah kacau ga karuan, jadi ga nyaman transaksi.",aplikasi nya tambah kacau tidak karuan tidak nyaman transaksi,negatif,-11.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"mbanking apaan bjir. masa mau narik duit ga keluar duitnya, top up ga bisa tp saldo kepotong. balesannya mohon maaf atas ketidaknyamanannya mulu. lama2 nasabah pd susah percaya woi. ga pernah bebenah. tutup telinga mlu..",mbanking apaan bjir masa narik duit tidak keluar duitnya top up tidak bisa saldo kepotong balesannya mohon maaf atas ketidaknyamanannya mulu lama2 nasabah pd susah percaya woi tidak bebenah tutup telinga mlu,negatif,-6.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"Di update jdi makin bagus tampilannya tp makin buruk buat buka aplikasinya makin susah, mau ngapa2in pake m banking biar mudah ini malah tambah sulit, jdi gak nyaman pake m banking yg baru ini, kecewa",update jdi bagus tampilannya buruk buka aplikasi susah ngapa2in pakai m banking biar mudah tambah sulit jdi tidak nyaman pakai m banking kecewa,negatif,-8.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"Kenapa verifikasi foto gagal terus yaa, duh jd tdk nyaman dki mobile",kenapa verifikasi foto gagal yaa duh tidak nyaman dki mobile,negatif,-14.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
Aplikasi di awasi OJK jadi nyaman dan tenang dalam mendanai dan aplikasi seperti ini yang saya cari,aplikasi awasi ojk nyaman tenang mendanai aplikasi cari,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"Menarik! aplikasi ini betulan nyaman buat dipakai regular. Apps nya gak berat, loadingnya gak lama. saya senang dengan aplikasi inih",menarik aplikasi betulan nyaman dipakai regular apps nya tidak berat loadingnya tidak senang aplikasi inih,negatif,-15.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
ga bisa masuk gajelas udh kirim kode otp berkali kali download ulang berkali kali masih ga masuk kode otpnya udh dikirim melalui nomer yang berbeda pun masih sama kode otpnya tidakk masuk ke SMS nomer telepon tolongg dongg perbaiki untuk kenyamanan rakyat bersama,tidak bisa masuk gajelas kirim kode otp berkali download ulang berkali tidak masuk kode otp dikirim nomer berbeda kode otp tidakk masuk sms nomer telepon tolongg dongg perbaiki kenyamanan rakyat,negatif,-18.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"Sejauh ini pake aplikasi jakone mempermudah banget, banyak banget fitur fitur yang menarik dan user friendly. Selain itu aplikasi nya ga gampang eror jadi makin nyaman deh pake aplikasi ini.",sejauh pakai aplikasi jakone mempermudah banget banget fitur fitur menarik user friendly aplikasi nya tidak gampang error nyaman deh pakai aplikasi,negatif,-19.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"Dear tim Dev jackone terbaik, Sangat disayangkan aplikasi sebesar ini notifikasinya masih bapuk. Hanya untuk ganti password saja sangat tidak nyaman. Otp sampai tp waktu inputnya sudah habis. Ngadu ke cs malah salahin provider kartu dan hp nya.. Kalaupun notifikasi bermasalah, apa ketika developmen gak ada ide untuk pendekatan cara lain ketika ada case ini..? Teknologi sudah semakin maju, tp sekali lagi ini sangat disayangkan.",dear tim dev jackone terbaik disayangkan aplikasi sebesar notifikasinya bapuk ganti password tidak nyaman otp inputnya habis ngadu cs salahin provider kartu hp nya kalaupun notifikasi bermasalah developmen tidak ide pendekatan case teknologi maju disayangkan,negatif,-12.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
Tidak nyaman karena selalu ada permintaan update,tidak nyaman permintaan update,negatif,-9.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
setiap bulan kaga ada nyamannya error Mulu mana pas gajian kan orang pada ngarepin gajian saya mau lapor ke pa menteri pertahanan biar di rudal ini bank,setiap bulan kaga nyamannya error mulu pas gajian orang ngarepin gajian lapor pa menteri pertahanan biar rudal bank,negatif,-3.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"parahhh udh berbulan² gak bisa pindahin mbanking'a ke hp lain ,udh ke CS Bank DKI,yg ada apa suruh nunggu 1x24jam tp sampai detik ini gk ada yg menghubungi sy dr bank DKI,konfirmasi atas ketidaknyamanan'a ini malah cuek dah gtu bantu membenarkan malah berani bgt liat² hp sy scrol² hp sy,attitude CS'a gk ada,gk respect jdny maless mu ngurusin lg",parahhh berbulan tidak bisa pindahin mbanking a hp cs bank dki suruh nunggu 1x24jam detik tidak menghubungi sy bank dki konfirmasi atas ketidaknyamanan a cuek dah gtu bantu membenarkan berani banget liat hp sy scrol hp sy attitude cs a tidak tidak respect jdny maless mu ngurusin lg,negatif,-4.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
"aplikasi JakOne Mobile ini memang keren user friendly , tampilan menu nyaman dan mudah dimengerti dan di gunakan , ini memang aplikasi anti ribet , , 👏👏👏",aplikasi jakone mobile keren user friendly tampilan menu nyaman mudah dimengerti gunakan aplikasi anti ribet,negatif,-5.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
Ko sekarang susah dibuka ya aplikasi jakOne Mobile tidak terdeteksi hubungi beberapa saat udah diulang2 tp ga bisa tolong diperbaiki dong....jd nyaman untuk transaksi,ko susah dibuka ya aplikasi jakone mobile tidak terdeteksi hubungi beberapa udah diulang2 tidak bisa tolong diperbaiki nyaman transaksi,negatif,-2.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
Lemot bgt ya buka aplikasi lain ga selemot ini mau masuk aja susah bgt periksa internet paket gua masih bnyk jaringan full ini pemakai udah banyak yg ga nyaman perkembangan terus bener kaga mempersulit iya cacat,lambat banget ya buka aplikasi tidak selemot masuk susah banget periksa internet paket gua bnyk jaringan full pemakai udah tidak nyaman perkembangan bener kaga mempersulit iya cacat,negatif,-15.0,positif,positive_pattern: label conflicts with clear positive phrase,nyaman,high,positive_pattern
