review,label,split_set,review_id,clean_review,rating,review_date,app_version,thumbs_up_count,year,lexicon_score_v3,label_v3
buruk apalah buka aplikasi disuruh cek internet padahal jaringan bagus buka jak one pay servernya sibuk sedangkan mbank lancar,negatif,train,f3df1379-be4a-45c4-b3e7-81d64788087c,buruk apalah buka aplikasi disuruh cek internet padahal jaringan bagus buka jak one pay servernya sibuk sedangkan mbank lancar,1,2024-11-01 08:32:33,2.14.0,1,2024,-1.1999999999999993,negatif
bener2 cacat sebenernya pengen banget tidak ngasih bintang,negatif,train,45ce9671-b6f1-475f-9aec-c24da2b4567d,bener2 cacat sebenernya pengen banget tidak ngasih bintang,1,2023-10-09 16:04:37,2.2.0,0,2023,-0.6000000000000001,negatif
registrasi jakone mobile mudah cepat memudahkan bertransaksi,positif,train,b0d93e39-b29b-4039-b69f-7f1aeabf4718,registrasi jakone mobile mudah cepat memudahkan bertransaksi,5,2025-09-07 20:51:51,2.17.1,0,2025,2.8000000000000003,positif
aplikasi buka gagal server time out lh minta verifikasi otp habis pulsa,negatif,train,3e8b56cc-4c6c-4e35-8c50-138d64e7a992,aplikasi buka gagal server time out lh minta verifikasi otp habis pulsa,4,2024-02-02 09:47:24,,0,2024,-0.7999999999999999,negatif
butuh aplikasi mbanking gampang dipake minim error jakone jawabannya d,negatif,train,bbc09f63-c954-42e5-b23e-2e7390e9e34f,butuh aplikasi mbanking gampang dipake minim error jakone jawabannya d,5,2022-10-13 13:26:08,1.0.2,0,2022,-1.7999999999999998,negatif
favorit nabung deposito applynya anti ribet,negatif,train,a6157b0e-a6d8-4a19-954d-c66363c0714c,favorit nabung deposito applynya anti ribet,5,2022-10-16 19:26:20,1.0.2,0,2022,-0.6000000000000001,negatif
loading pakai data gamau ngangkat kudu pakai wifi,negatif,train,6fc30449-e540-4cf4-9889-dc087c9effa3,loading pakai data gamau ngangkat kudu pakai wifi,1,2023-06-10 16:52:40,2.0.0,0,2023,-0.8,negatif
aplikasi mantap pokonya jakone the best top markotop,positif,test,db3c43cb-2be6-4ab8-b175-127348468574,aplikasi mantap pokonya jakone the best top markotop,5,2024-07-27 14:36:59,2.12.1,0,2024,2.4,positif
aplikasi simpel mudah gunakan tidak ribet,positif,train,90137352-dfda-4533-b1a8-82ee25aa38be,aplikasi simpel mudah gunakan tidak ribet,5,2022-09-09 23:34:59,1.0.1,0,2022,2.2,positif
aplikasi bagus mudah digunakan mudah dipahami,positif,train,48ca971e-36d2-4767-85f9-dbc9b4cf0fb8,aplikasi bagus mudah digunakan mudah dipahami,5,2024-01-16 08:39:46,,0,2024,2.2,positif
aplikasi jekone mobile emang oke pembelian dll,positif,train,5c1a946a-28f5-40bb-80d1-d1a508f88621,aplikasi jekone mobile emang oke pembelian dll,5,2024-06-09 19:21:05,2.12.0,0,2024,0.6,positif
bagus,positif,train,c46988c4-22f5-4367-b705-970464fcf943,bagus,5,2024-06-26 14:37:24,2.12.0,0,2024,0.6,positif
transaksi lebih mudah cepat aman jakone pay qris praktis ngga ribet bayar transfer,positif,train,3c24f7b0-641a-44b2-ae79-2ab8bd4b19d7,transaksi lebih mudah cepat aman jakone pay qris praktis ngga ribet bayar transfer,5,2025-08-31 19:45:49,2.17.1,0,2025,3.6,positif
loading mulu klo masukk pler,negatif,train,28f33347-9c37-4a40-b694-b47521f6b608,loading mulu klo masukk pler,1,2023-06-07 10:38:47,,0,2023,-0.2,negatif
tolong segera diperbaiki topup dana jack one gangguan tidak bisa,negatif,train,6c7650bc-dcd6-4553-aa92-c2e5ca4da20f,tolong segera diperbaiki topup dana jack one gangguan tidak bisa,3,2024-08-06 13:42:56,,0,2024,-1.1102230246251563e-16,negatif
aplikasi membantu banget buka rekening secara online gampang proses nya tampilannya menarik jakone the best thankyouu yaa,positif,train,b11bfe01-435a-4667-b7a6-c88622e29117,aplikasi membantu banget buka rekening secara online gampang proses nya tampilannya menarik jakone the best thankyouu yaa,5,2023-01-25 20:25:18,1.0.6,0,2023,3.4000000000000004,positif
mudah trasaksi manapun pakai jakone mobile buruan daftar jakone mobile,positif,train,bb10a2d3-2d62-4329-aae0-5021152c6b5d,mudah trasaksi manapun pakai jakone mobile buruan daftar jakone mobile,5,2023-08-06 14:17:31,2.0.1,0,2023,1.0,positif
payah sisa kenaikan gaji pegawai outsourcing cleaning tidak dibayar januari juni semoga petinggi bank dki kena azab akhirat siksaan perih seperih nya makan gaji pegawai rendahan,negatif,train,3036811a-e8d2-4afd-b932-6378d909a76d,payah sisa kenaikan gaji pegawai outsourcing cleaning tidak dibayar januari juni semoga petinggi bank dki kena azab akhirat siksaan perih seperih nya makan gaji pegawai rendahan,1,2024-07-16 18:42:13,,0,2024,-3.4,negatif
kok menu transfer antar banknya hilang transaksi nih,negatif,train,489d8260-0c9a-45e9-8235-9166eed50a54,kok menu transfer antar banknya hilang transaksi nih,3,2025-04-08 09:40:54,2.17.1,0,2025,-0.8,negatif
jak one nya kesini tidak jelas,negatif,train,daf20290-2c22-4963-841d-d231ba659c0d,jak one nya kesini tidak jelas,1,2023-06-05 10:51:31,,0,2023,-0.6,negatif
bagus mudah pahami,positif,test,8a58d928-18b9-4f19-ae83-0b31b0fb3b15,bagus mudah pahami,5,2024-01-22 09:25:44,2.5.0,0,2024,1.4,positif
mini atm bank dki error susah trsnsaksi belakangan disayangkan pengguna mini atm dki kecewa error,negatif,train,9ca64cc3-9ad6-461b-b61d-bb22a79a7a82,mini atm bank dki error susah trsnsaksi belakangan disayangkan pengguna mini atm dki kecewa error,1,2024-08-23 18:10:26,2.12.1,2,2024,-3.2,negatif
aplikasi mudah gunakan tampilan keren mencoba,positif,train,3643cc81-359b-48df-b799-d24de0475605,aplikasi mudah gunakan tampilan keren mencoba,5,2022-09-14 23:02:05,1.0.1,0,2022,1.8,positif
new jakone mobile tampilan lebih kekinian lebih cepat,positif,train,f401924d-ce7d-48de-92de-8fe69660e15e,new jakone mobile tampilan lebih kekinian lebih cepat,5,2022-07-22 06:57:01,1.0.0,0,2022,0.8,positif
keren,positif,train,2904f69e-904f-4421-a8df-004a9d2fa464,keren,5,2023-05-09 12:08:43,1.0.11,0,2023,0.8,positif
good job,positif,train,8a9ff641-eb62-4a97-8f16-6fc849dfd66e,good job,5,2024-01-11 08:35:57,2.5.0,0,2024,1.0,positif
mantap banget apknya proses pembayaran transaksi bisa lebih cepat bi fast tambah biaya nya murah banget,positif,train,6f24fc90-97f9-453c-8c19-fc80e752d94f,mantap banget apknya proses pembayaran transaksi bisa lebih cepat bi fast tambah biaya nya murah banget,5,2025-09-14 13:06:20,,0,2025,2.4000000000000004,positif
kecewa top up dana tidak masuk padahal berkurang laporan tidak respon masa duit ilang tidak tau kmn,negatif,train,e5bbad8e-da52-4bbb-ba57-04f931d7b0ee,kecewa top up dana tidak masuk padahal berkurang laporan tidak respon masa duit ilang tidak tau kmn,1,2026-02-27 18:04:51,2.18.0,2,2026,-0.8,negatif
update aplikasi terbaru parah login muter tidak bisa bisa lebih bagus versi,negatif,train,c44d8311-3098-4e9e-8638-783109f85ea1,update aplikasi terbaru parah login muter tidak bisa bisa lebih bagus versi,1,2023-06-09 09:43:57,2.0.0,1,2023,-1.0,negatif
pelayanan,positif,train,11928e62-762a-4afb-a30e-0ae21a2b5d54,pelayanan,5,2024-11-13 06:53:05,2.14.0,0,2024,0.6,positif
transfer gagal saldo kepotong aplikasi payah,negatif,train,542a3f6a-9f0e-4734-bf17-a0e7fd51fa22,transfer gagal saldo kepotong aplikasi payah,1,2023-05-26 14:42:10,1.0.12,0,2023,-1.0,negatif
kenapa transfer ewallet dana dana nya tidak ilang ilang,positif,test,c5efa2c3-5032-491b-8000-3b37cad1d730,kenapa transfer ewallet dana dana nya tidak ilang ilang,2,2024-04-04 18:27:56,2.10.0,0,2024,1.6,positif
sesuai aplikasi merah,positif,train,8f03999d-a4e7-4172-8971-2d17e41facca,sesuai aplikasi merah,5,2022-09-17 16:45:10,,0,2022,1.4,positif
aplikasi error transfer antar bank dki tokong diperbaiki,negatif,train,7cea4799-82fe-4d4a-8d13-49cfe500dfa5,aplikasi error transfer antar bank dki tokong diperbaiki,1,2025-04-03 07:11:30,2.17.1,0,2025,-1.0,negatif
mantap aplikasi bagus mudah digunakan memudahkan nasabah proses transaksi memiliki fitur lengkap terima kasih,positif,train,46ad502e-468f-408e-b0aa-cd998018e833,mantap aplikasi bagus mudah digunakan memudahkan nasabah proses transaksi memiliki fitur lengkap terima kasih,5,2022-09-05 09:15:26,1.0.0,0,2022,4.6,positif
mantap,positif,train,7861a35f-070a-4b58-a86f-894f2540eccf,mantap,5,2022-10-14 00:50:39,,0,2022,1.0,positif
aplikasi membantu mudah dipahami nasabah bertransaksi mudah gampang,positif,train,16cc065f-eb51-41cd-a463-55d9fe9f35f0,aplikasi membantu mudah dipahami nasabah bertransaksi mudah gampang,5,2022-11-25 00:43:26,1.0.4,0,2022,3.8,positif
kereen tingkatkan lg,netral,test,88023055-d7bd-492b-8cdf-bbb34159e0ca,kereen tingkatkan lg,5,2024-04-01 18:47:14,2.10.0,0,2024,0.0,netral
ok,positif,train,908224f3-3100-45a3-8a1f-453778f05b24,ok,5,2023-05-20 17:47:44,1.0.12,0,2023,0.8,positif
tidak bisa terbuka ku kira update ternyata setelah update ya tidak bisa diakses notifnya periksa jaringan padahal buka mbanking bank lancar lancar,positif,train,3e82b20a-1e6f-4043-8a65-82c5e4ddcaee,tidak bisa terbuka ku kira update ternyata setelah update ya tidak bisa diakses notifnya periksa jaringan padahal buka mbanking bank lancar lancar,1,2022-12-29 13:48:51,1.0.5,16,2022,0.4000000000000003,positif
sejauh mobile banking lengkap fiturnya,positif,train,479fea03-80a6-4b2e-afcf-74231a07c84f,sejauh mobile banking lengkap fiturnya,5,2025-02-26 18:22:54,2.14.0,0,2025,0.4,positif
waah update terbaru keren nih mudah digunakan tampilannya fresh transaksi lebih mudah tinggal sat set set pokoknya gampang banget deh tooppp,positif,train,9c8a41ae-a560-4bc8-acd8-d8cb34b44451,waah update terbaru keren nih mudah digunakan tampilannya fresh transaksi lebih mudah tinggal sat set set pokoknya gampang banget deh tooppp,5,2022-09-09 19:04:55,1.0.1,0,2022,2.2,positif
pakai aplikasi membantu banget simple transfer beda bank lebih mudah pendaftarannya mudah,positif,train,a798ed93-7a62-431a-a92c-0bc95b93c82e,pakai aplikasi membantu banget simple transfer beda bank lebih mudah pendaftarannya mudah,5,2024-09-26 11:26:45,2.14.0,0,2024,2.8,positif
aplikasi tidak ribet tampilan simpel tidak berat versi mobile jauh lebih efisien qr nya fitur fitur nya lengkap bayar apapun lebih mudah,positif,train,4a746580-1d55-4c35-9468-e4f2ad680f7d,aplikasi tidak ribet tampilan simpel tidak berat versi mobile jauh lebih efisien qr nya fitur fitur nya lengkap bayar apapun lebih mudah,5,2024-05-12 22:00:40,,0,2024,2.8,positif
fitur fitunya lengkap pembukaan rekening online aplikasi mudah gunakan,positif,val,2e60f6a5-6dc2-4dc9-975c-84960a94f24a,fitur fitunya lengkap pembukaan rekening online aplikasi mudah gunakan,5,2022-11-21 23:51:17,1.0.4,0,2022,1.2000000000000002,positif
user interface nya mudah banget digunakan good job jakone mudah digunakan,positif,train,7bcef473-aac3-4148-9c85-c9358c420f42,user interface nya mudah banget digunakan good job jakone mudah digunakan,5,2022-10-12 05:54:27,1.0.2,0,2022,2.6,positif
bikin mbangking masuk gagal coba bank dki katanya server nya bermasalah jdii ribed banget,negatif,val,a8c7b179-457d-4fbc-b7a5-526846e3b424,bikin mbangking masuk gagal coba bank dki katanya server nya bermasalah jdii ribed banget,1,2024-02-28 21:43:47,2.9.0,0,2024,-0.8,negatif
daftarnya mudah penggunaan aplikasi tidak ribet tidak error akunnya pasti aman kok disini,positif,train,a3dd9851-50b5-4869-8961-322502ce126f,daftarnya mudah penggunaan aplikasi tidak ribet tidak error akunnya pasti aman kok disini,5,2023-02-27 11:49:37,1.0.7,0,2023,4.0,positif
bank dki propesional,netral,train,1cf5b65a-9c48-4183-ae9d-15b2d8137f00,bank dki propesional,4,2024-05-30 12:11:18,2.11.0,0,2024,0.0,netral
kemudahan keamanan bertansaksi penting jakone memiliki keduanya,positif,train,4e4e0080-38a3-48c1-936c-00227d0c871c,kemudahan keamanan bertansaksi penting jakone memiliki keduanya,5,2022-10-13 07:40:56,1.0.2,0,2022,0.6,positif
aplikasi bank terburuk,netral,train,322374ed-9daa-4b3b-a128-cef282360cc5,aplikasi bank terburuk,1,2023-11-28 08:31:13,,0,2023,0.0,netral
aplikasi menambah kesusahan hidup,negatif,train,1ae25fdb-c176-4452-b24b-75ebcbd25978,aplikasi menambah kesusahan hidup,1,2025-04-14 12:35:44,2.17.1,1,2025,-1.2000000000000002,negatif
mantap dah,positif,train,0a179ab4-ad47-4adc-a34e-f92f0f7fbd12,mantap dah,5,2023-10-09 09:06:15,2.2.0,0,2023,0.4,positif
penggunaanya praktis,positif,train,5949e8d5-11bc-4bcc-a84d-70c422669f3d,penggunaanya praktis,5,2024-10-18 08:20:02,2.14.0,0,2024,0.8,positif
daftar 8x gagal udah minta kode kena otp kena 800rp minta ok klu berhasil gagal,negatif,test,f249436b-0b64-443b-91da-7588165a80b7,daftar 8x gagal udah minta kode kena otp kena 800rp minta ok klu berhasil gagal,1,2022-08-29 16:35:15,1.0.0,0,2022,-2.6000000000000005,negatif
setiap buka aplikasi pasti update,positif,train,a7dbb09a-ab95-4416-9b46-940359ed8628,setiap buka aplikasi pasti update,1,2023-03-02 05:48:11,1.0.8,0,2023,0.6,positif
sejauh pakai jakone membantu banget gampang digunakan tampilannya fitur bisa digunakan beli pulsa internet listrik qris payment lebih mudah bayar makasiii jakone ditunggu perkembangan lainnyaa,positif,train,e2e9e60b-5781-4a27-9b24-aabdf43c3f7d,sejauh pakai jakone membantu banget gampang digunakan tampilannya fitur bisa digunakan beli pulsa internet listrik qris payment lebih mudah bayar makasiii jakone ditunggu perkembangan lainnyaa,5,2023-01-26 18:45:24,1.0.6,9,2023,2.2,positif
kepana daftar tidak bisa kode otp tidak dikirim padahal udah isi pulsa,negatif,train,0de0ed2b-c12a-421b-94dd-7ca921b3566e,kepana daftar tidak bisa kode otp tidak dikirim padahal udah isi pulsa,1,2025-06-26 10:29:14,2.17.1,0,2025,-2.0,negatif
fiturnya bagus mudah dipahami bermanfaat sesuai banget kebutuhan,positif,train,05d4ca56-b1cb-4adf-b1ca-46031a12a709,fiturnya bagus mudah dipahami bermanfaat sesuai banget kebutuhan,5,2023-01-25 18:35:42,1.0.6,0,2023,4.0,positif
setelah update tidak lebih koneksi stabil indikator warna kuning menunggu indikator hijau nunggu 15 menit mohon segera diperbaiki,negatif,train,689e72c7-90f1-4c9b-ad1c-641afc90518a,setelah update tidak lebih koneksi stabil indikator warna kuning menunggu indikator hijau nunggu 15 menit mohon segera diperbaiki,1,2023-06-09 19:50:07,2.0.0,1,2023,-0.2,negatif
pemakaianya bagus gampang digunakan bisa payment membantu kadang bertransaksi lebih simpel trimakasih jakone mobile,positif,train,50dcd382-fa50-4a94-b560-bdbf7e168bcf,pemakaianya bagus gampang digunakan bisa payment membantu kadang bertransaksi lebih simpel trimakasih jakone mobile,5,2022-11-21 17:09:06,,0,2022,4.8,positif
terbantu apalagi era serba digitalisasi aplikasi segalanya mudah pendaftarannya,positif,train,dfbc31ea-bba7-4ff0-9240-1468f2b6a87d,terbantu apalagi era serba digitalisasi aplikasi segalanya mudah pendaftarannya,5,2022-10-11 01:14:00,1.0.2,0,2022,0.8,positif
tidak bisa registrasi data mbanking,negatif,train,a2182904-7781-4d49-808f-a9e4f6a65bd6,tidak bisa registrasi data mbanking,1,2025-05-10 11:56:13,2.14.0,1,2025,-0.6,negatif
pembayaran mudah tampilan nya menarik mudah digunakan,positif,train,fc954c95-c2db-4ef1-8bb3-add56705b5b5,pembayaran mudah tampilan nya menarik mudah digunakan,5,2023-04-20 17:41:06,,0,2023,2.6,positif
bagus,positif,train,49918c3b-2902-4ffb-8b49-c9882832752d,bagus,5,2025-02-22 13:57:58,2.14.0,0,2025,0.6,positif
bayar tagihan bisa suka fitur scan to pay tinggal scan confirm lunas dah gitu gampang,positif,train,9fded826-d0e1-4baa-a2c0-0551147a5e85,bayar tagihan bisa suka fitur scan to pay tinggal scan confirm lunas dah gitu gampang,5,2022-11-21 09:50:18,1.0.4,0,2022,0.2,positif
error nya,negatif,train,1dbf0562-dbea-422e-bcda-7df06a42f4c9,error nya,1,2024-10-16 14:52:08,2.14.0,0,2024,-1.0,negatif
tampilan keren aplikasi jakone mobile merupakan rekomendasi terbaik aplikasi ya cepat tampilannya keren nyaman mata digunakan begitupun fiturnya membuat nasabah mudah melakukan transaksi,positif,train,36491fc7-49f4-403c-a83e-f345ff286f37,tampilan keren aplikasi jakone mobile merupakan rekomendasi terbaik aplikasi ya cepat tampilannya keren nyaman mata digunakan begitupun fiturnya membuat nasabah mudah melakukan transaksi,5,2022-11-18 12:59:19,1.0.4,3,2022,6.0,positif
ko jakone jelek banget tidak bisa bayar tiket kereta nya lebih bagus,negatif,train,620129c0-e151-4328-8ecc-5db2c3a71c27,ko jakone jelek banget tidak bisa bayar tiket kereta nya lebih bagus,1,2023-06-06 07:35:04,1.0.12,0,2023,-1.8000000000000005,negatif
aplikasi bagus,positif,train,8c8a3227-8c8b-4fa0-b89d-6704d22940fa,aplikasi bagus,5,2024-02-17 09:39:14,2.9.0,0,2024,0.6,positif
kapan aplikasi mobile banking sebagus keren gila jakone pertahankan,positif,train,e3807a5f-db45-4a88-958d-6f3818c267d0,kapan aplikasi mobile banking sebagus keren gila jakone pertahankan,5,2022-10-14 11:51:11,1.0.2,0,2022,5.551115123125783e-17,positif
kaga bisa kebuka aplikasi error mulu,negatif,train,ee58718c-8e2c-4bab-94b8-a87d24deb243,kaga bisa kebuka aplikasi error mulu,3,2023-05-20 18:53:50,1.0.12,0,2023,-1.2,negatif
mantap jakeone mobile semuanya mudah apalagi fiturnya lengkap mudah diakses aplikasi terbaik masa,positif,train,e7e28db3-3f6e-4e73-8afe-a9a7b5ddcf36,mantap jakeone mobile semuanya mudah apalagi fiturnya lengkap mudah diakses aplikasi terbaik masa,5,2023-07-21 16:53:17,2.0.1,0,2023,3.4000000000000004,positif
mohon maaf nanya min nh gmna daftar cek kjp ya soalnya daftar pakai scan ktp,negatif,train,b99a7c6a-6b94-45ea-bce3-630b3a99d5c5,mohon maaf nanya min nh gmna daftar cek kjp ya soalnya daftar pakai scan ktp,1,2023-03-04 18:10:41,1.0.8,0,2023,-1.0,negatif
aplikasi mudah verifikasinya mantap,positif,train,990c9c2c-5fcb-4155-b763-1dbd62b83439,aplikasi mudah verifikasinya mantap,5,2024-02-07 15:36:53,2.5.0,0,2024,1.8,positif
muter2,netral,train,4087403a-6427-4673-8fa5-3a74ff704f1c,muter2,1,2023-04-21 11:28:46,1.0.10,1,2023,0.0,netral
kacau padahal udah input no telp bener kode otp tidak dikirim kirim kacau kacau,positif,train,7a1f28f5-153f-43d7-ae4f-7e0abc78c1a3,kacau padahal udah input no telp bener kode otp tidak dikirim kirim kacau kacau,1,2024-07-04 22:01:53,2.12.0,2,2024,0.6,positif
berminggu2 error ngg bisa buka m banking engga gini,negatif,train,b37e7fde-5f27-4fda-9754-9635d80eed69,berminggu2 error ngg bisa buka m banking engga gini,3,2023-03-23 08:47:33,1.0.8,0,2023,-1.0,negatif
paraaah offline hari kamis pagi lebaran detik transfer kaga bisa apalagi pembayaran qris pemprov dki lebih kerjasama bank bca bank urusan gaji pegawai,positif,test,89a914b8-8023-4d8a-be00-c34540d99ab1,paraaah offline hari kamis pagi lebaran detik transfer kaga bisa apalagi pembayaran qris pemprov dki lebih kerjasama bank bca bank urusan gaji pegawai,1,2025-04-04 21:09:39,2.17.1,0,2025,0.6,positif
salah aplikasi mobile banking berguna kemudahan hidupku mulai bayar tagihan beli pulsa internet transaksi mudah cepat,positif,train,21fd83b0-2faa-488a-acb2-67abc580447e,salah aplikasi mobile banking berguna kemudahan hidupku mulai bayar tagihan beli pulsa internet transaksi mudah cepat,5,2023-02-26 21:11:39,1.0.7,0,2023,2.4,positif
aplikasi serbaguna bisa beli pulsa bayar tagihan transaksinya tidak ribet tampilan simple memudahkan pengguna,positif,train,d41d5928-8027-4737-9f80-cc20f67ca558,aplikasi serbaguna bisa beli pulsa bayar tagihan transaksinya tidak ribet tampilan simple memudahkan pengguna,5,2022-11-21 15:33:22,1.0.4,0,2022,2.6000000000000005,positif
biaya admin pengisian gopay ovo mahal 2 000 dibandingkan biaya admin bank lainnya 1 000,positif,train,f66e3a8b-3530-4bfe-8b7c-c9c9a96c92a6,biaya admin pengisian gopay ovo mahal 2 000 dibandingkan biaya admin bank lainnya 1 000,1,2022-12-07 22:46:05,1.0.4,0,2022,0.2,positif
login ko tidak bisa ya kode 0404 tuh maksudnya min padahal gampang banget eh perbarui tidak bisa login,netral,test,3f7a102e-81e2-4c6e-8958-9e55ab19dc61,login ko tidak bisa ya kode 0404 tuh maksudnya min padahal gampang banget eh perbarui tidak bisa login,2,2023-08-10 17:30:06,2.0.1,2,2023,0.0,netral
kacau error tidak kelar kelar,negatif,train,d65591ca-c635-4528-b578-5bff14978781,kacau error tidak kelar kelar,1,2025-04-09 19:42:36,2.17.1,1,2025,-1.0,negatif
aplikasi mudah mengerti mudah fahami,positif,train,d3321ceb-5b69-4baa-a88b-fa9b8257f9b0,aplikasi mudah mengerti mudah fahami,5,2024-04-21 18:44:33,2.10.0,0,2024,2.0,positif
topup dana tidak masuk masuk no callcenter tidak bisa hubungi tolong segera perbaiki,positif,train,bce9d503-d548-4dd1-aa8c-0cfed2d3698f,topup dana tidak masuk masuk no callcenter tidak bisa hubungi tolong segera perbaiki,2,2026-03-04 11:05:24,2.18.0,1,2026,0.8,positif
aplikasi simpel praktis kebutuhan transaksi bisa dilakukan cepat apalagi fitur qris nya memudahkan,positif,train,2e8ea5a9-d420-440d-a622-679540aaf8af,aplikasi simpel praktis kebutuhan transaksi bisa dilakukan cepat apalagi fitur qris nya memudahkan,5,2024-11-19 21:31:06,2.14.0,0,2024,3.6000000000000005,positif
tombol login nya udah milih punya rekening tabungan disuruh milih tabungan bukan masukin no rek,negatif,train,3f08f924-5ee2-47b2-8b67-ee37b38d6fb7,tombol login nya udah milih punya rekening tabungan disuruh milih tabungan bukan masukin no rek,1,2025-03-12 09:38:08,2.14.0,0,2025,-1.1102230246251563e-16,negatif
aplikasi mobile banking terbaik sih menurut wajib install bagus transaksi harian berguna mudah digunakan bayar transfer gampang,positif,train,03f967f8-6a58-4908-8794-4274b0356465,aplikasi mobile banking terbaik sih menurut wajib install bagus transaksi harian berguna mudah digunakan bayar transfer gampang,5,2023-04-29 11:06:26,1.0.10,0,2023,3.8,positif
aplikasi nya lebih ribet aktivasi 3 jam gagal verifikasi muka kirain versi terbaru canggih mudah ternyata aneh,positif,train,57b5f49b-0abf-44de-9eb1-36e05e723fe8,aplikasi nya lebih ribet aktivasi 3 jam gagal verifikasi muka kirain versi terbaru canggih mudah ternyata aneh,1,2023-06-06 11:57:13,1.0.12,2,2023,0.8,positif
aplikasi jakone mobile aplikasi mudah digunakan tidak membantu tidak ribet,positif,train,e600643f-064e-4f04-b66c-3a2089a38a47,aplikasi jakone mobile aplikasi mudah digunakan tidak membantu tidak ribet,5,2022-09-17 09:11:36,1.0.1,0,2022,0.8,positif
aplikasi bagus apalagi transaksi lebih mudah sy recomended dah,positif,test,2ebbf25f-a79b-4d06-85cf-6869440afca9,aplikasi bagus apalagi transaksi lebih mudah sy recomended dah,5,2022-09-04 16:43:52,1.0.0,0,2022,0.7999999999999999,positif
aplikasi bagus banget soalnya tidak error walaupun fitur aplikasi,positif,train,260d16ea-025b-42aa-b031-e65215b00dd6,aplikasi bagus banget soalnya tidak error walaupun fitur aplikasi,5,2023-01-23 19:26:00,,0,2023,1.6,positif
paraah transfer bank emoney dimutasi terkirim penerima belum menerima uangnya kenapa bisa tidak duakali,negatif,test,8f4aa961-4652-4cec-af07-16d9c8c8e65b,paraah transfer bank emoney dimutasi terkirim penerima belum menerima uangnya kenapa bisa tidak duakali,1,2026-01-09 07:40:47,2.18.0,7,2026,-0.1999999999999999,negatif
aplikasi gampang dipakai terlebih beli kuota murah banget,positif,train,11798f9b-e260-4b72-978e-984646d45bd5,aplikasi gampang dipakai terlebih beli kuota murah banget,5,2022-11-21 08:18:30,1.0.4,0,2022,1.2,positif
mohon segera diperbaiki bugs nya terutama transfer antar bank segera update nya,positif,test,2f5f186e-81be-4340-973e-cad9948ead13,mohon segera diperbaiki bugs nya terutama transfer antar bank segera update nya,4,2025-04-10 14:27:03,2.17.1,0,2025,2.0,positif
terima kasih bank dki usaha lancar dengsn qris nya,positif,train,cf6b2b8e-06a8-42ae-bb8a-8989b21082e4,terima kasih bank dki usaha lancar dengsn qris nya,5,2024-07-26 21:04:06,,0,2024,2.0,positif
tampilan keren fiturnya mudah nasabah transaksi pokoknya top,positif,train,31a5881c-6fcf-4059-9bcf-fedf069eb5c3,tampilan keren fiturnya mudah nasabah transaksi pokoknya top,5,2022-09-10 13:27:27,1.0.1,0,2022,2.2,positif
kenapa hp sy belum permanen,negatif,train,e5dc9e42-695c-441e-9ce6-b261c3003bb2,kenapa hp sy belum permanen,5,2023-04-06 10:55:46,1.0.8,0,2023,-0.6,negatif
jakone sampe keseringan error sistemnya tidak ngerti dah kenapa bank aneh sistem kayak gakpernah evaluasi udah 2026 masi,negatif,train,f52d718d-71d9-45b8-8ed6-dde127d5a6b9,jakone sampe keseringan error sistemnya tidak ngerti dah kenapa bank aneh sistem kayak gakpernah evaluasi udah 2026 masi,1,2026-01-10 12:42:02,,0,2026,-1.7999999999999998,negatif
server suka error yaa transfer suka tidak bisa kartu debit suka error tidak bisa bayar padahal indomaret,negatif,val,9be4f653-afc2-4fec-b9ad-38bbfebdd3cb,server suka error yaa transfer suka tidak bisa kartu debit suka error tidak bisa bayar padahal indomaret,2,2024-06-25 14:27:28,2.12.0,1,2024,-1.4,negatif
wow,netral,train,1a8fe517-9a1e-4ce9-bb11-e691e3f7cf92,wow,5,2025-03-17 09:02:03,2.14.0,0,2025,0.0,netral
aplikasi membantu gampang banget berguna banget aplikasi yuk gaess cobain aplikasi,positif,train,ec76e003-0840-4fd7-a6bb-211b4eb0c160,aplikasi membantu gampang banget berguna banget aplikasi yuk gaess cobain aplikasi,5,2023-01-26 11:26:20,,0,2023,3.8,positif
thankyou for making a great aplikasi aplikasi awasi ojk tenang,positif,train,a44aa2ce-486e-4568-9628-866dcee0c8a8,thankyou for making a great aplikasi aplikasi awasi ojk tenang,5,2022-10-15 06:11:30,1.0.2,0,2022,1.6,positif
sebel banget mw transfer suka ngegantung dihati weekend heran,positif,test,b974ba06-56b1-4f89-87b4-85582622c398,sebel banget mw transfer suka ngegantung dihati weekend heran,1,2025-05-30 23:49:17,,0,2025,1.2,positif
bener min upgrade versi kok lambat ya hadeh,netral,train,05406138-d712-424c-afca-8c5c3ca906e7,bener min upgrade versi kok lambat ya hadeh,1,2023-06-14 19:08:17,2.0.0,0,2023,0.0,netral
gmna c pnya rekening msuk akun disuruh bikin lg kya dimasukin data dibilang data tidak bs lanjut bikin aplikasi pecat hrsnya buka aplkasi klo pny akun tnggl msukin password ngapain muter2 tidak jelas,negatif,val,a61f9432-1dfc-4a0c-9c18-ff8263f0ac00,gmna c pnya rekening msuk akun disuruh bikin lg kya dimasukin data dibilang data tidak bs lanjut bikin aplikasi pecat hrsnya buka aplkasi klo pny akun tnggl msukin password ngapain muter2 tidak jelas,1,2023-05-31 12:50:36,1.0.12,0,2023,-3.0,negatif
