userName,tanggal,tahun,rating,ulasan,thumbsUp,versiApp,balasanBank,tanggalBalasan,reviewId
Angkasarayaku,2022-09-06,2022,5,"Aplikasi ini recommended banget. Selain tampilannya yang keren, aplikasi ini jg punya fitur transaksi pembelian dan pembayaran online yang lengkap, mudah digunakan dan cepat, Buruan download!!",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:29:12,cd7de0e7-f29e-4084-aa10-3f1ea3a0c878
agung prayoga,2022-09-06,2022,5,"Sangat userfriendly. Tampilannya sangat keren. fitur transaksi pembelian dan pembayaran online lainnya juga lengkap. Proses transaksi mudah, aman dan cepat. Mantap lah",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:29:42,33cad05e-0133-47ac-8110-72b3c0205852
X Tuyul,2022-09-06,2022,5,"Aplikasi ini sangat rekomended banget guys yuk buruan download, JakOne termasuk salah satu market jual beli online yg sangat murah sekali dan kalian juga bisa melakukan deposito dr aplikasi ini guys...",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:29:57,1e45b2fd-a8f4-4278-86b5-02739d42f233
Defi Ariyaningsih,2022-09-06,2022,5,"Aplikasi yang sangat bagus, mudah digunakan dan banyak fitur di aplikasi ini sehingga membuat pengguna mudah untuk menggunaknnya. Tetap pertahankan JakOne Mobile",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:30:13,c9c848e0-7d56-47c2-9b5e-6da33b458375
bayu aji,2022-09-06,2022,5,"aplikasinya ringan,lancar ,banyak fitur - fitur menarik dan mudah digunakan oleh para nasabah",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:30:44,ed45a3e1-8832-4a9b-9054-2e640063322b
Gado Gado,2022-09-06,2022,5,Alhamdulillah aplikasi nya sangat memuaskan untuk nsabah.ayo buruan download insyaallah membantu,0,,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:31:15,4b10f35e-0bf7-45ba-aa8e-00968ba9c0e0
Dwi “MARIO” Maryatno,2022-09-06,2022,5,Aplikasi JakOne Mobile Bank DKI dengan tampilan baru yang keren.. Aplikasnya mudah digunakan serta fiturnya juga banyak..,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:32:13,25b66765-b342-4305-86be-0630a5d7a6ad
Liman Ajjh,2022-09-06,2022,5,aplikasi yang sangat bagus bermanfaat bgt,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 11:47:45,0d885f95-f7bb-4477-9e78-3d29ed38c145
Rini Puspita,2022-09-06,2022,5,"Aplikasi yang bagus, fitur fiturnya mudah digunakan untuk bertransaksi, tampilan nya juga keren, proses aplikasi ini juga cepat, pokoknya keren banget",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:32:46,ddcc8d14-c216-439f-81d9-e9c1fe384bfa
Ahmad Ridwan Arifandi,2022-09-06,2022,5,"Aplikasi yang mudah digunakan, dengan banyak fitur yang memudahkan nasabah untuk melakukan transaksi. Yuk dicoba...",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:33:27,00202cb5-ce03-4797-82f1-cce9892ffe13
Dodi Rakhmat Mulyanto,2022-09-06,2022,5,"Aplikasinya membantu banget niiih, keren jakone....semoga banyak yg terbantu dgn aplikasi jakone ini...",0,,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:33:44,52b653ee-5514-47c1-89f2-7dd866a6ef50
Nur Yanto,2022-09-06,2022,5,"Pertama kali membuka aplikasi tampilan nya bagus dan inovatif, penggunaan nya pun sangat mudah . Untuk ke depan nya lbih di tingkatkan lagi.",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:29:28,2a45ea74-8474-4f4d-bf62-b8f313fd4a62
Ahmad rizaldi,2022-09-06,2022,5,Aplikasi jakone mobile bagus banget gila banyak fitur-fitur yang ndk ada di aplikasi lain yang saya dapatkan di sini keren sukses selalau.,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:25:38,fb4bdf77-2a3f-4a21-9e1f-98fdbaaaa8e4
Elza Zaini Putri,2022-09-06,2022,5,"Aplikasi mudah di gunakan, cepat juga dalam mengaksesnya gk lemot, tampilan nya juga mudah di mengerti, jadi lebih mudah bertransaksi",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:32:28,802eb894-bc96-404c-8b1e-d8c228065af8
Syam Sudin,2022-09-06,2022,5,Aplikasi ini Baik dan di awasai oleh okj perusahaan,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:25:09,80383127-ccd4-4318-80f5-6a7e66bf9e4c
Gunnar Jones,2022-09-06,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren, setidaknya aplikasi mampu membantu orang"" dalam mencari informasi tentang jakarta",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 11:48:42,d82f084f-b34a-431c-871e-a601b0fb9694
Andir Mulyasari,2022-09-06,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren apk ini sangat berguna bagi nusa dan bangsa",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 11:49:08,b0917256-8f1e-42ee-8949-9295d7a6be2e
Risnanda Rahmadani,2022-09-06,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren!! Ayo downlod untuk yg pertama kali",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 11:49:28,7fb6191f-7d20-44f9-85fc-915339e517a1
Syahran Samba,2022-09-06,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren dan mantap buat digunakan semua orang",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 11:49:50,f57b9960-59b1-47da-8055-0e941723133a
HELO ECA,2022-09-06,2022,5,"Ada banyak benefit di aplikasi ini, Aplikasi mudah di gunakan, Tampilan baru keren.",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 11:50:13,eea99c99-a932-478b-9a19-8383d5ab0225
Faizam Ferdinan,2022-09-06,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren dan praktis mudah dipahami 👍👍👍",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 11:50:49,eb20b4f6-64b2-424e-91ef-86f3de8862cb
Yo Ga,2022-09-06,2022,5,"Apk nya. Aplikasi mudah di gunakan, Tampilan baru keren",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:41:30,c8c20423-85ee-4a06-ab52-8e88f52abc7a
mahfud 12,2022-09-06,2022,5,"Trimakasih aplikasinya mudah digunakan. Aplikasinya cepak nggak lemot, tampilanya keren nggak mbosenin, filtulnya memudahkan nasabah untuk bertransaksi dan masih banyak filtul yang lainya",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:43:08,5a86803f-cdc4-4993-b367-41aad4945b80
snow boy,2022-09-06,2022,2,Harua nya top up nya di tambah jangan hanya OVO dan Gopay .. tambah lagi dong seperti DANA dan Shopypay,0,1.0.1,"Mohon maaf atas ketidaknyamanan Anda, Hal ini akan menjadi masukan bagi kami untuk pengembangan aplikasi JakOne Mobile demi kemudahan dan kenyamanan nasabah bertransaksi. Terimakasih",2025-09-17 07:29:29,f1eaf0b8-2efa-455f-92b0-131f4a3d37bc
Alfian Mahlan,2022-09-06,2022,5,Aplikasi x keren,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:46:15,5ef6530d-49ae-47ed-a01c-be65c2e8243c
Layla Naomi,2022-09-06,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren dan menarik banget",0,,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:42:23,32aa3b52-ebd5-44a8-ae9c-d28fa67486ca
Made Satria,2022-09-06,2022,5,"Jakone jadi salah satu solusi buat transfer yg mudah, tampilan interface yg simple sangan friendly dengan user baru",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:47:34,303fc15c-c4e7-40ab-8072-2cc8071f1223
Bio Vogh,2022-09-06,2022,5,"Wahhh ada fitur baru nih,,aplikasinya mudah digunakan dan tampilan baru nya sangat keren memudahkan saya bertransaksi",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:59:16,e76bd8ec-4979-4acd-9110-948e3899bd07
Anggi Septiya Purnama,2022-09-06,2022,5,"Aplikasinya bagus banget.. fiturnya lengkap, mudah",0,,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:58:36,be7e801b-9119-431d-a0ac-a38d6720f09c
Muhamad Defa Musthafa,2022-09-06,2022,5,"Aplikasi nya sangat bagus, nyaman, tidak ada kendala.. semoga banyak peminatnya dan semoga sukses aplikasinya",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:46:54,9c58e507-8754-4258-8994-4ea5fdc2faa7
Serfitus Lanus,2022-09-06,2022,5,Ada banyak benefit gratis untuk aplikasi ini. Mendapatkan Reward Rp 600 ribu saat mendaftar,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:57:56,4dfc5e81-6ccb-4328-a688-66dbd2ef7ee1
Diki Abdul,2022-09-06,2022,5,"Ada banyak benetif gratis untuk aplikasi ini, mendapatkan reward Rp600rb saat mendaftar",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:56:59,cb9e697b-2389-40cd-93ab-f5cee9f0c900
Agus Dian Darmawinata,2022-09-06,2022,5,"G nyangka bank daerah bisa buat aplikasi sebagus ini, udah user friendly dalam penggunaannya, aplikasi nya juga cepat. Rekomendasi dah pokoknya",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 23:25:24,0b68dcea-7617-4b9b-86c6-320958a55b2a
Tria Sutardi,2022-09-06,2022,5,Kereeenn,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:55:24,be8a737e-fe56-4d1a-8f2c-2ab4b4cb5570
Fauzan Dhaifullah,2022-09-06,2022,5,"Aplikasi Mudah di gunakan! Aplikasi Cepat, ada banyak benefits yg bisa didapatkan,aman dan terpecaya",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:50:42,6055acfe-6b39-4e85-a20c-6e198c413c2b
0098_Farid Saifulrahman,2022-09-06,2022,1,"Aplikasi Mudah di gunakan! Aplikasi Cepat, Ui simple dan pastinya keren banget",1,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:49:34,a1f216d1-1d83-4c35-a490-598c571ef4e0
Galih Chanibal,2022-09-06,2022,5,"Ini yang saya cari aplikasinya itu gampang di pakainya Cepat saat digunakan, Tampilannya juga bagus dan Fiturnya banyak mudah digunakan dalam transaksi",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:48:45,31d9e0d3-b17c-4147-bb7c-699dd4c09a0f
Jufri Rijal Simanjuntak,2022-09-06,2022,5,"Aplikasi Mudah di gunakan! Aplikasi Cepat, tampilan nya user friendly aman dan terpercaya.",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 12:56:09,0c6bac0c-dbd7-4303-b19c-a329a60f5e7a
Yadi iday,2022-09-07,2022,5,Mantap bagus pisan aplikasi ny sesuai pisan,0,,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:08:21,58bb974a-aef1-4e32-9539-ea9799a65600
Ahmad Badawi,2022-09-07,2022,5,Mantab banget aplikasi nya👍,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:04:42,a6f82c3b-b2d8-4f2d-9b2e-28b4dfcb5751
aromen ytb,2022-09-07,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren mendapatkan 1juta rupiah",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:05:10,e0aaad25-6ef6-4770-9088-8a5946ae1028
Zaza Mirza,2022-09-07,2022,5,"Ini adalah aplikasi yang luar biasa, aplikasi yang sangat mudah dipahami, canggih serta mudah untuk digunakan, good job 👍👍👍",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:05:30,4e980923-7911-4df5-8dd9-670ab63504f7
Araara Indo,2022-09-07,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren dengan daftar bisa dapet Rp 600 rb lho.",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:06:17,212da08d-3383-48a3-9ff9-24185c0786c6
Muhamad Noor Irfan,2022-09-07,2022,5,"Aplikasi nya bagus, aman dan ga perlu repot2 ke atm. Terus tingkatkan aplikasi nya min",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:06:40,8903aa39-a5e1-48c7-b219-073987ad098d
Yamete yamete,2022-09-07,2022,5,Aplikasi nya bagus banget mantap pokok nya,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:07:03,43a0fce8-d0cd-470e-afba-fd4e77f05c98
Pipit Susanti,2022-09-07,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren ... Semoga sukses pkoknya mantap dah..",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:04:18,7b05c56c-16ca-49be-8391-54dc82124b8c
Alan R,2022-09-07,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren dan penawaran dalam aplikasi sangat sesuai dengan kebutuhan",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:13:18,1cc3b16c-36ab-4520-ae56-b7155fe6e9cd
Baynal Muhdhor Wal Ba'abud,2022-09-07,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren, yuk coba sekarang jangan lewatkan",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:09:18,674561ea-b0bf-4e19-bf50-cdd3ac42f524
Sofyan Alamsyah,2022-09-07,2022,5,Ul nya very user friendly tampilanya keren operationnya smooth dan lancar banget. Pendaftaranya mudah berfasilitas istimewa.,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:09:43,76d0fff5-db00-4f44-8346-0b709e285b84
Guntur Kelap,2022-09-07,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren. Bla Bla Bla Bla blaablaa",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:10:05,3171fcb8-56e7-4a92-816d-b2948014c17c
ade jumala,2022-09-07,2022,5,Aplikasinya bagus banget ...cepat dan sangat mudah d gunakan ...tampilannya menarik ayo buruan download,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:10:23,cf24865d-25e5-4577-9b88-ea73652b810b
Dragon Kick,2022-09-07,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren sangat membantu saya dalam melakukan pembayaran",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:10:44,931a9d07-2107-4250-a90b-d04af16a45bb
Erhan Hermawan,2022-09-07,2022,1,Kenapa menerima SMS OTP harus dibebankan ke yg mau daftar...kalau sekali berhasil daftar its ok...tapi sudah berulang ulang terima SMS OTP belum berhasil..ya habislah pulsanya...😢,2,1.0.1,"Mohon maaf atas ketidaknyamanan Anda. Terkait hal tersebut, mohon diinfokan dengan detail kendala saat melakukan pembukaan rekening kepada layanan call center Bank DKI 1500-351 atau ke customercare@bankdki.co.id untuk kami lakukan pengecekan lebih lanjut. Terima Kasih",2023-01-30 06:12:08,61763fd1-3a52-42b2-ae3f-6fe5923d75b7
Susi Wati,2022-09-07,2022,5,Udah punya apk mudah di gunakan dan sngat membantu,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:11:33,b4b2b06d-4b0b-4ed7-84f9-0e857fca65e0
The Rock,2022-09-07,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren Untuk aplikasi mantap",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:11:52,331418db-a386-454a-aa52-1b6782b3a22e
Mani Ak11,2022-09-07,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren dan mendapatkan uang lagi saat mendaftar",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:03:50,e782bf09-2a58-4b7e-862d-bbb6407e75df
Rina Runtu,2022-09-07,2022,5,Ada banyak benefit gratis untuk aplikasi ini mendapatkan rewad Rp600rb saat mendaftar .dan dapatkan keuntungan y.,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:08:53,0333801c-a1a2-4ab3-9983-f65499557635
Narni 89,2022-09-07,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren dan yang pasti banyak keuntungan dengna aplikasi ini",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:03:11,41c5d683-c3b7-412d-8f49-326efa89c70d
Teguh Alesha,2022-09-07,2022,5,Tampilannya sudah bagus dan nyaman untuk digunakan mantappp...,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 08:19:37,cfc3ea81-c309-4352-9095-bdcbc270cb30
nindya putri,2022-09-07,2022,5,Aplikasi barunya mudah buat digunakan dan dipahami,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:02:08,67ffff20-71b9-4888-bf32-5c497f6bee88
Rusman hadi,2022-09-07,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren dan apliksinya mantap",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 09:14:12,53bcf1b2-1016-450e-80cb-3dcfc6f63693
Yayan Abdhi,2022-09-07,2022,5,"Pendaftaran mudah, ada fitur tabungan dan jakone pay, bisa bayar macam-macam tagihan di satu aplikasi.. praktis dan aman.. banyak promo hadiah dan voucher..",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-09-08 09:02:48,03a27f29-3abe-4e6c-aad9-f3657e81e6a7
Raihan Hibatullah,2022-09-07,2022,5,Aplikasi yang sangat bermanfaat karna lengkap fitur-fitur nya sangat membantu dan mudah digunakan untuk keperluan semua transaksi online....,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-09-08 09:03:12,74139f8e-4831-4efe-a178-1047108f7d24
Kaka Hasan,2022-09-07,2022,5,"Aplikasinya mudah digunakan bagi semua kalangan, aplikasi yang membantu banget",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-09-08 09:03:26,b6e09142-d84e-4d98-bcf0-baf04fa77b37
Dian Maryani,2022-09-07,2022,5,"Pendaftaran secara onlen mudah dan gampang, tampilan ok, fiturnya jg lengkap,dan mudah d gunakan. Sip lah",0,1.0.1,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.

",2022-09-08 09:03:47,04850dee-8864-4132-99ac-e3d1b4ac3331
Haris Febriansyah,2022-09-07,2022,5,"JakOne mobile ternyata sangat bagus,mudah digunakan fiturnya juga keren mudah dipahami, sangat bagus buat kalian yang mau download gass, dijamin gk bakalan kecewa.",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-09-08 09:04:41,3b0e14bf-4b48-4469-bb6a-3e799de988b6
randhy haritio,2022-09-07,2022,5,"JakOne merupakan aplikasi terupdate dan semakin mudah untuk digunakan dengan tampilan display baru hingga fitur-fitur yang gampang digunakan untuk mempermudah nasabah melakukan transaksi, top lah pokoknya",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-09-08 09:05:22,de24e11d-0c11-42b5-be92-139043d2423e
nice dream,2022-09-07,2022,5,"Aplikasi yang sangat bagus... tampilannya keren... pendaftaran yang sangat mudah Selain fitur buka rekening dan deposito, aplikasi ini juga ada fitur pembayaran online yang lengkap dan pastinya gak ribet sama sekali...",1,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-09-08 09:05:28,3446613c-0568-467b-a68e-75586d7c1d0f
Alfiyan Hidayat,2022-09-07,2022,5,"Aplikasi JakOne Mobile sangat membantu sekali dalam masalah keuangan mendesak,Tampilan Barunya Keren ,Fiturnya sangat membantu dan mudah dipahami sehingga nasabah mudah dalam melakukan transaksi.",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-09-08 09:05:57,561fe0c6-6c19-4596-aa84-921a970f0efd
player MOBA,2022-09-07,2022,5,"Stelah saya download apk ini,saya sngat merasakan mnfaatnya,memudahkan penggunanya",0,,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-09-08 09:06:14,66542ace-0862-4e46-8d14-8e60ddb41e82
Ryan Ferdiansyah (The Doctor),2022-09-07,2022,5,"Ini bagus juga Aplikasinya gampang dipake! Aplikasinya juga cepat, Tampilannya selalu baru karena terupdate! Fiturnya gak kalah jauh sama tetangga sebelah, bikin mudah nasabah transaksi dan banyak fitur juga. Mantab dah Auto bintang 5 ini mah !",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 08:20:24,100d9ba8-eac2-4401-97e0-8560935e29cb
arif susanto,2022-09-07,2022,5,Aplikasinya mudah digunakan tampilanya keren oke pokoknya,0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 08:21:01,1818c24c-4c14-42c9-abad-dc29ecfe13a5
yana sumyanah,2022-09-07,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren,pendaptaran mudah,fitur nya sangat banyak,pokok bagus dan kren deh",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 08:21:49,7600fcbf-d45d-45ef-8972-7850e2946ee3
Khalil Gibran,2022-09-07,2022,5,"aplikasi yang sangat bagus, ui nya ringan dan tidak lemot dihp, mantap dah Jakone mobile👍👍👍",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 08:23:00,b88abfbf-d167-4465-8431-811fb51d349a
Sandi Rmdni,2022-09-07,2022,5,"Saya suka dengan app ini Aplikasi mudah di gunakan, Tampilan baru keren",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 08:23:34,a9dc77cc-f7cf-4845-87fe-91b3e435d2e0
lol tolol,2022-09-07,2022,5,"Aplikasi mudah di gunakan, Tampilan baru keren, good job",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 08:24:11,50ed981a-04fd-4387-8feb-6bb58add8ef9
Claudia Larasati,2022-09-07,2022,5,"Ada banyak benefit gratis untuk aplikasi ini, mendapatkan reward Rp600rb saat mendaftar. Aplikasi mudah di gunakan, Tampilan baru keren",0,1.0.1,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-16 08:24:56,9bdd9a70-25ed-430e-8770-b38b8ab09876
