word	weight
dilupain	-0.8
dimakan	-0.4
dimarahin	-1.0
dina	-1.0
dinasti	-0.6
dinistain	-0.8
dipaksa	-0.8
dipamerin	-0.6
dipanggil	-0.2
dipersulit	-0.8
diplomasi	-1.0
direksi	-0.6
diri	-0.2
dirimu	-0.2
disakiti	-1.0
disalahin	-0.6
disentri	-1.0
diserang	-0.8
disimilaritas	-0.8
diskredit	-0.8
diskrepansi	-0.6
disparitas	-0.8
distingsi	-0.8
distorsi	-0.8
disuruh	-0.4
ditidurin	-0.8
ditinggal	-0.8
ditipu	-1.0
ditolak	-0.8
diusir	-0.8
divergensi	-0.8
dobel	-0.6
dobrak	-0.8
dogma	-0.6
dogol	-1.0
doh	-0.8
doi	-0.6
domba	-0.6
domot	-1.0
dompleng	-0.6
dongkel	-0.6
dongkol	-0.8
dongok	-1.0
dosa	-0.8
down	-0.6
drama	-0.8
drama duka	-0.8
draw	-0.6
drop	-0.6
dua	-0.6
dua kali	-0.6
duaja	-0.6
duduk perut	-0.6
duel	-0.8
duet	-0.4
dugal	-1.0
duh	-0.8
duka	-1.0
dukacarita	-0.8
dukacita	-0.6
dukun	-0.6
dum	-0.6
dungkul	-0.8
dungu	-1.0
dunia	-0.4
dupleks	-0.6
dura	-0.6
durhaka	-1.0
duri	-0.8
durjana	-1.0
durkarsa	-1.0
dursila	-1.0
dwiganda	-0.6
eban	-0.8
ecer	-0.4
edan	-0.6
edaran	-0.6
eek	-1.0
ego	-0.6
egois	-1.0
ejakulasi	-0.6
ejek	-0.8
ejekan	-0.8
ekang	-0.8
eklektis	-0.6
ekofraksia	-1.0
ekor	-0.6
eks	-0.6
ekshibisi	-0.6
ekspirasi	-0.6
ekspos	-0.8
ekstasi	-0.6
ekstrem	-0.8
el	-0.6
elak	-0.6
elusan	-0.6
elusif	-0.4
embah	-0.6
embal	-0.8
embarau	-0.6
embat	-0.8
embek	-0.6
embus	-0.6
emergensi	-0.8
emg	-0.2
emmm	-0.4
emosi	-0.8
empal	-0.8
empang	-0.6
empap	-0.6
empas	-0.6
empedal	-1.0
emper	-0.6
empos	-0.6
empot-empotan	-1.0
empuk	-0.8
enas	-1.0
encok	-1.0
endemi	-1.0
enek	-0.8
engah	-0.8
enggan	-1.0
engkau	-0.8
entah-berentah	-0.6
entak	-0.6
enyah	-0.8
epidemi	-1.0
epigon	-0.6
erang	-0.8
erangan	-0.6
erik	-0.6
eror	-0.8
eror terus	-1.0
erot	-0.8
erotan	-0.8
erotis	-0.8
eroton	-0.8
error	-1.0
error terus	-1.0
esensial	-0.8
esok	-0.4
ex	-0.2
excited	-0.2
fadihat	-1.0
faedahnya	-0.2
fail	-1.0
fakir	-1.0
fakta	-0.6
faktor	-0.8
farak	-0.6
faring	-1.0
fasid	-1.0
fasilitas	-0.8
fatal	-1.0
feses	-1.0
filo	-0.6
firasat	-0.8
fiskal	-0.6
fitnah	-1.0
fk	-0.8
flu	-0.6
folder	-1.0
fondasi	-0.6
force close	-1.0
formal	-0.6
forum	-0.6
fosil	-0.8
friksi	-1.0
frustasi	-0.6
fulanah	-0.6
fundamental	-0.8
fungsionaris	-0.6
ga bisa	-0.6
gaada	-0.6
gaakan	-0.4
gabaik	-0.6
gabakal	-0.8
gabal	-1.0
gabas	-1.0
gabisa	-0.6
gabole	-0.4
gaboleh	-0.8
gabuk	-0.8
gabung	-1.0
gabungan	-1.0
gabut	-1.0
gabutuh	-0.6
gaco	-0.4
gacoan	-0.4
gadai	-0.6
gadang	-0.8
gado-gado	-0.8
gaenak	-0.6
gagal	-0.8
gagal login	-1.0
gagal otp	-1.0
gagap	-1.0
gagar	-0.6
gagu	-0.6
gaib	-1.0
gajadi	-0.6
gaje	-0.6
gajih	-0.4
gak bisa	-0.6
gakuat	-0.6
galaba	-1.0
galak panas	-0.6
galas	-0.8
galian	-0.6
gamak	-0.8
gamam	-0.8
gamang	-0.6
gamat	-1.0
gamau	-0.8
gambar	-0.6
gamblang	-1.0
gamungkin	-0.6
ganar	-0.8
ganas	-1.0
ganda	-0.6
gang	-0.8
gangerti	-0.6
ganggang	-0.6
ganggu	-0.8
ganggu jiwa	-0.8
gangguan	-0.8
gangguan jiwa	-0.8
gangguin	-0.6
ganjal	-0.6
gantung	-0.6
ganyang	-0.8
gapaham	-0.8
gapernah	-0.6
gapil mulut	-0.8
gapuk	-0.6
gapura	-0.8
gara	-0.8
gara-gara	-1.0
garang	-1.0
garib	-0.8
garis	-0.6
garis bawah	-0.6
garit	-0.6
garu	-0.8
garuk	-0.6
garwa ampil	-1.0
gas	-0.8
gasak	-1.0
gastroenterologi	-1.0
gasuka	-0.8
gatal	-0.6
gatau	-0.2
gatel	-0.6
gaul	-0.6
gaung	-0.6
gausa	-0.6
gausah	-0.8
gawat	-1.0
gayung	-0.8
gblk	-0.8
gbs	-0.4
gebang	-0.8
gebetan	-0.4
geblek	-1.0
gebok	-0.6
gebos	-0.6
gebu	-0.6
gebung	-1.0
gedang	-0.8
gedembai	-0.8
gedor	-0.8
gegabah	-1.0
gegadan	-1.0
gegap	-1.0
gegar	-0.6
gegara	-0.6
gegetun	-0.8
gejolak	-0.6
gela	-0.6
geladah	-0.6
geladir	-1.0
gelagap	-0.4
gelagat	-0.8
gelanggang	-0.6
gelantung	-0.8
gelap	-0.8
gelatak	-0.8
gelecik	-0.8
geledah	-0.6
geledek	-0.4
gelegak	-0.6
geleng	-0.6
gelesot	-0.6
geletar	-0.8
geletik	-0.6
geli	-0.4
geliat	-0.6
gelibat	-0.4
gelicik	-0.6
gelincir	-0.6
gelingsir	-0.6
gelinjang	-0.6
gelis	-0.6
gelisah	-1.0
gelo	-0.4
gelogok	-0.6
gelongsor	-0.8
gelopak	-0.8
geluduk	-0.6
geluncur	-0.6
gelung	-0.6
gemal	-1.0
gemas	-1.0
gemaung	-0.6
gembel	-1.0
gembil	-0.8
gemblung	-0.6
gembol	-0.8
gembrot	-0.6
gembul	-0.6
gembung	-0.6
gemeletek	-0.8
gemes	-0.4
gemetar	-0.6
geming	-0.8
gempal	-0.4
gempil	-0.8
gempita	-1.0
gempur	-0.8
gempuran	-0.6
gemuk	-0.6
gemuruh	-0.6
genah	-1.0
genang	-0.4
genangan	-0.4
genap	-0.6
gencat	-1.0
gencet	-1.0
gendak	-1.0
gendeng	-0.4
gendut	-0.6
generasi	-0.6
genitalia	-0.6
genjang	-0.8
gentar	-0.8
gepok	-1.0
gerah	-1.0
gerecok	-0.8
geregetan	-0.8
gerenyot	-0.8
gerepes	-0.8
geret	-0.6
geretan	-0.8
gergaji	-0.2
gerhana	-0.4
geriap	-0.8
gering	-1.0
gering hulu	-0.8
germo	-1.0
gerobak	-0.8
gerombol	-0.8
gerombolan	-0.8
gerombong	-0.8
gersang	-0.6
gertak	-1.0
geruh	-0.8
gesek	-0.6
geser	-1.0
getap	-0.8
getar	-0.6
getaran	-0.6
getir	-0.8
getol	-0.6
getun	-0.8
giang	-0.6
gibah	-0.6
gidik	-0.8
gigil	-0.8
gigit	-0.4
gila	-1.0
gila-gila	-0.8
gila-gilaan	-0.6
gilak	-0.8
gilas	-0.8
gili-gili	-0.6
ginding	-0.8
gingsir	-0.6
giniin	-0.4
gituan	-0.6
giwang	-0.2
gjd	-0.6
glitch	-0.8
globe	-0.6
gobar hati	-0.4
goblok	-1.0
goda	-0.6
godaan	-0.6
godain	-0.6
gogrok	-0.6
gohong	-0.6
golak	-1.0
golek	-0.2
gombong	-0.6
goncang	-0.6
gondok	-0.8
gone	-0.4
gonggong anjing	-0.6
gonggongan (anjing)	-0.6
gonjak	-1.0
gontok	-0.8
goodbye	-0.6
gorek api	-0.8
goreng	-0.4
gores	-0.6
gorong-gorong	-0.8
gosah	-0.6
gosip	-1.0
gosok	-1.0
got	-0.6
goyah	-0.8
goyang	-0.8
grecok	-0.8
grip	-0.8
griya	-0.2
grogi	-0.8
grup	-0.8
gua	-0.6
gubrisan	-0.4
gubuk	-0.4
gugatan	-1.0
gugup	-1.0
gugur	-0.6
gugus	-0.8
gulana	-0.8
guling	-0.6
gulir	-0.6
gulung tikar	-1.0
guncang	-0.6
guncangan	-0.4
gundah	-1.0
gundal	-0.6
gundik	-0.4
gunduk	-0.6
gundukan	-0.8
gunjingan	-1.0
guntur	-0.6
guram	-0.4
gurau	-0.8
gurauan	-0.8
gurub	-1.0
guruh	-0.6
gurun	-0.6
gusar	-0.6
gusur	-1.0
guyon	-0.8
habis akal	-1.0
habitat	-0.4
hack	-0.8
hadang	-1.0
hadeh	-0.8
hadir	-0.6
hadirin	-0.6
haih	-0.8
hajar	-1.0
hajat	-1.0
hakam	-0.6
hakiki	-0.8
halah	-1.0
halang	-0.6
halilintar	-0.6
hama	-0.6
hambar	-0.6
hambat	-0.8
hambur	-0.6
hamburan	-0.6
hamik	-0.6
hamil	-1.0
hampa	-1.0
hamster	-0.6
hancai	-1.0
hancur lebur	-1.0
handai	-0.8
hangit	-1.0
hangus	-0.6
hantam	-1.0
hantam kromo	-0.8
hantaman	-0.6
hantu	-0.8
hanya	-0.6
hapus	-0.6
harap-harap	-1.0
harap-harap cemas	-0.6
hardik	-1.0
hardikan	-1.0
haru biru	-1.0
harus	-1.0
hasad	-1.0
hasan	-0.8
hasud	-1.0
hate	-1.0
haters	-1.0
hati-hati	-0.6
hawa	-0.8
hawar	-1.0
hayoloh	-0.6
heboh	-0.6
hembus	-0.6
hempas	-0.8
hengkang	-0.8
henti	-0.8
henti tugas	-0.4
henyak	-0.8
heula	-0.4
hiatus	-0.4
hidu	-0.2
hidung	-1.0
hidup	-0.8
hih	-0.8
hilaf	-0.8
hilang	-0.8
hilang akal	-1.0
hilang arwah	-0.8
hilang hayat	-0.8
hilang ingat	-0.8
hilang ingatan	-0.8
hilang nyawa	-1.0
hilang pikiran	-0.8
hilang semangat	-0.8
himpit	-0.8
himpun	-0.6
himpunan	-0.8
hina	-1.0
hina aib	-0.8
hina rendah	-0.6
hinaan	-1.0
hinaan cacian	-1.0
hingar	-1.0
hipotesis	-0.6
hirap	-0.6
hiruk	-0.8
hirup	-0.6
hisap	-0.6
histeria	-1.0
histeris	-0.8
hitam	-0.8
hoax	-1.0
hop	-1.0
horor	-1.0
hot	-0.8
hubung	-0.6
hubungan singkat	-0.8
huda	-0.6
huhuhu	-0.4
huhuu	-0.8
hujah	-0.8
hujan	-0.4
hujat	-1.0
hujung	-0.6
hulu	-0.6
huma	-0.8
huni	-0.6
hunjam	-0.8
hutang	-1.0
iba	-1.0
iblis	-0.8
ibunda	-1.0
idap	-1.0
idih	-0.6
idiot	-1.0
idk	-0.6
idola	-0.6
ifrit	-0.8
igau	-0.6
igauan	-0.6
ihh	-1.0
ihhh	-0.8
ihhhh	-0.6
ihwal	-0.8
iih	-1.0
ijab	-0.8
ikan kena tuba	-0.8
ikat	-1.0
ikat janji	-0.8
ikat rambut	-0.8
ikhtiar	-0.8
iktikad	-0.8
ikut-ikutan	-0.6
ilang	-1.0
ilat	-1.0
iluminasi	-0.6
image	-0.4
imam	-0.6
imbalan	-0.6
imbang	-0.6
imbas	-0.8
imbesil	-1.0
iming-iming	-0.6
impas	-0.6
implementasi	-0.8
implikasi	-0.6
impoten	-1.0
imut	-0.2
inai	-0.8
inaugurasi	-0.6
incang-incut	-0.8
incess	-0.6
incit	-0.8
indehoi	-0.6
indo	-0.6
indolen	-0.8
indolensi	-0.8
induk semang	-0.8
indusemen	-0.6
inersia	-0.8
inferior	-0.8
inferioritas	-1.0
influensa	-0.6
info	-0.6
inga	-0.8
ingar	-1.0
ingat	-0.6
ingetin	-0.4
ingkar	-0.8
ingsut	-0.6
inheren	-0.8
inhibisi	-0.8
inisiator	-0.8
injakan	-0.6
injek	-0.6
inkarnasi	-0.2
inklinasi	-0.6
inklusif	-0.4
insaf	-0.8
insane	-0.8
insiden	-0.8
inspirasi	-0.6
instansi	-0.6
instruksi	-0.6
inteligen	-0.8
intensif	-0.8
interlokusi	-0.6
intiha	-0.6
intimidasi	-1.0
intrakalimat	-1.0
intrinsik	-0.8
invalid	-1.0
inventori	-0.6
ira	-0.6
iri	-1.0
iri hati	-1.0
iring-iringan	-0.8
iringan	-0.8
iris	-0.8
irsyad	-0.6
isak	-1.0
isap jempol	-0.6
isapan jempol	-0.6
iseng	-0.6
ish	-0.8
isi	-1.0
isotop	-0.6
istan	-1.0
istirahat	-0.4
isu	-0.2
isukan	-0.2
item	-0.8
itu	-0.4
itunya	-0.4
iyain	-0.4
iyak	-0.4
iyasih	-0.4
izin	-0.8
jaat	-0.6
jabang bayi	-0.6
jabat	-0.6
jadi	-0.4
jadul	-0.6
jaga	-0.6
jaga-jaga	-0.6
jahad	-0.8
jahanam	-1.0
jahat	-0.8
jahatin	-0.6
jahatnya	-0.8
jahil	-0.8
jahit	-1.0
jail	-0.8
jajah	-1.0
jajal	-0.8
jajaran genjang	-0.8
jalan arteri	-0.8
jalan bentar	-0.8
jalan buntu	-0.8
jalan layang	-0.8
jalan lingkar	-0.8
jalan protokol	-0.8
jalan raya	-0.8
jalan setapak	-0.8
jalan tikus	-0.8
jalan tol	-0.8
jalanan	-0.8
jalang	-0.8
jalu	-0.8
jalur	-0.8
jamah	-1.0
jaman	-0.4
jambak	-1.0
jambret	-1.0
jamin	-1.0
jangankan	-0.6
jangann	-0.6
janggal	-0.8
jangkang	-1.0
jangkit	-1.0
jantung hati	-0.6
jarah	-0.8
jaras	-1.0
jari	-0.8
jariji	-0.8
jaringan	-0.8
jarum	-0.8
jaruman	-1.0
jatohnya	-0.2
jatuh	-0.6
jauh	-0.8
jauhin	-0.6
jawab	-1.0
jawaban	-1.0
jawatan	-0.6
jealous	-0.6
jebeh	-1.0
jeblok	-1.0
jeblos	-0.8
jedot	-0.8
jejal	-0.6
jejap	-0.8
jelabak	-0.6
jelata	-1.0
jelek	-1.0
jelek banget	-1.0
jelingah	-0.6
jelma	-0.6
jelukan	-0.6
jelus	-0.4
jemari	-0.8
jembalang	-0.8
jembatan	-0.8
jembel	-1.0
jenaka	-0.6
jenazah	-0.8
jendala	-1.0
jendera	-0.8
jenewer	-0.8
jengkang	-1.0
jengkel	-0.8
jenguk	-0.4
jentaka	-1.0
jepit	-0.8
jeput	-0.6
jera	-0.6
jeran	-0.6
jerat semata	-0.6
jeraus	-0.6
jerawat	-0.6
jereket	-0.6
jerepet	-0.6
jeri	-0.6
jeriji	-0.8
jeringing	-0.8
jerit	-0.6
jeritan	-1.0
jerum	-0.8
jigong	-0.8
jihat	-0.8
jiji	-0.8
jijik	-1.0
jilat	-0.6
jilatan	-0.6
jilid	-1.0
jin	-0.6
jiplak	-0.6
jir	-0.6
jleb	-0.6
jobak	-0.6
jolak	-0.6
jomblo	-0.6
jompo	-0.6
jones	-0.6
jongkok	-1.0
jorok	-1.0
jorong	-0.6
jotos	-1.0
jual murah	-0.6
judes	-0.8
jungkal	-1.0
junior	-0.8
junjung	-0.4
junjungan	-0.4
juragan	-0.8
jurik	-0.8
juru damai	-0.6
jutek	-1.0
jutekin	-1.0
juwita	-0.8
juz	-0.8
kabar	-0.6
kabar angin	-0.6
kabar burung	-1.0
kabeh	-0.4
kabil	-0.8
kabin	-0.6
kabinet	-0.6
kabung	-1.0
kabur	-0.4
kabut	-0.4
kacang botor	-0.6
kacangan	-0.8
kacek	-0.8
kacip	-0.6
kacrek	-0.6
kacuk	-0.8
kada	-0.6
kadam	-0.6
kafe	-0.8
kafetaria	-0.8
kafilah	-0.8
kaidah	-0.8
kaitan	-0.8
kakas	-0.6
kaki ayam	-0.6
kalah	-0.8
kalang tanah	-0.4
kalang-kabut	-0.8
kalap	-0.6
kalau	-0.2
kalimantang	-0.6
kalimat	-0.6
kalor	-0.8
kalut	-0.6
kambing	-0.6
kambuh	-0.8
kampit	-0.2
kampret	-1.0
kampungan	-1.0
kanak-kanak anyir	-0.6
kandas	-1.0
kandut	-0.6
kanji	-0.6
kantin	-0.8
kantong kering	-0.8
kantong perut	-1.0
kantong tipis	-0.8
kanun	-0.6
kaos	-0.8
kapah	-0.4
kapal	-0.6
kapok	-0.6
kapuk	-0.6
karang	-0.6
karangan	-0.8
karavan	-0.8
kardinal	-0.8
karena	-0.6
karin	-0.4
karu	-1.0
karut	-1.0
kasam	-0.6
kasemat	-0.6
kasep	-0.8
kasi	-0.6
kasian	-0.6
kasiku	-0.8
kasim	-0.8
kasip	-1.0
kasur	-0.8
kata	-0.2
kata-	-0.8
kata-kata	-0.8
katanya	-0.2
kaus	-0.8
kawaei	-0.4
kawal	-0.4
kawula	-0.6
kayaknya	-0.6
kayangan	-1.0
kayanya	-0.4
ke belakang	-1.0
ke-tidakjelasan	-1.0
keaiban	-1.0
keajaiban	-0.8
keanehan	-0.8
keasingan	-0.8
kebabaran	-0.4
kebaca	-0.2
kebalik	-0.6
kebangkitan	-1.0
kebangunan	-1.0
kebas	-0.6
kebat	-0.6
kebejatan	-1.0
kebentok	-0.8
kebimbangan	-0.8
kebingungan	-0.6
kebirahan	-0.6
kebiri	-0.8
kebisuan	-0.8
kebo	-0.8
kebobrokan	-0.8
kebodohan	-0.6
kebun	-0.8
keburu	-0.6
keburukan	-1.0
kebusukan	-1.0
kecabuhan	-0.6
kecabulan	-1.0
kecaman	-1.0
kecamuk	-0.8
kecantol	-0.6
kecap	-0.8
kecapan	-0.8
kecapekan	-0.6
kecek	-0.6
kecelakaan	-1.0
kecemasan	-0.8
kecemerlangan	-0.2
keceriaan	-0.2
kecerobohan	-1.0
kecewa	-0.8
kecewaa	-0.8
kecewaaa	-0.8
kecil	-0.6
kecil hati	-0.8
kecintaan	-0.6
kecipir	-0.6
kecoa	-0.6
kecut	-0.8
kedai minuman	-0.8
kedaifan	-0.6
kedaluwarsa	-0.6
kedapatan	-0.4
kedengkian	-1.0
keder	-0.8
kedinginan	-0.6
kedukaan	-0.8
kedung	-0.6
keduniaan	-0.4
kedut	-0.8
kegaduhan	-0.6
keganjilan	-0.8
kegedean	-0.4
kegegeran	-0.6
kegelisahan	-0.8
kegemparan	-0.8
kegeruhan	-0.8
kehampaan	-0.6
kehebohan	-0.6
keheningan	-0.8
kehilangan	-0.8
kehinaan keaiban	-0.8
kehuru-haraan	-0.8
keinget	-0.4
kejam	-0.8
kejangkitan	-0.8
kejar	-0.6
kejedot	-0.8
kejelekan	-1.0
kejepit	-0.8
kejernihan	-0.6
keji	-1.0
kejorokan	-1.0
kekacauan	-0.8
kekang	-0.8
kekecewaan	-0.6
kekecohan	-1.0
kekejian	-1.0
kekeliruan	-1.0
kekerabatan	-0.8
kekeramatan	-1.0
kekerasan	-0.8
kekhawatiran	-0.8
keki	-0.8
kekosongan	-0.6
kekotoran	-1.0
kekurangan	-0.6
kekusutan	-0.8
keladi	-0.6
kelainan	-0.8
kelakar	-0.8
kelam	-0.8
kelam kabut	-0.8
kelamaan	-0.8
kelambanan	-0.8
kelamin	-0.6
kelangkan	-0.6
kelas	-0.6
kelasah-kelusuh	-1.0
kelatahan	-1.0
kelati	-0.6
kelebihan	-0.6
kelelahan	-0.6
kelemahan	-0.8
kelembaman	-0.6
kelengangan	-0.8
kelengar	-0.8
kelesa	-0.8
kelesah	-1.0
kelesuan	-1.0
keletah	-0.6
keletihan	-0.6
kelimut	-0.6
keling	-0.6
kelipar	-0.8
kelir	-0.6
keliru	-1.0
kelok	-0.4
kelompang	-0.6
kelompok	-1.0
keloyoan	-0.6
kelu	-0.6
keluar	-0.6
keluarkan	-0.6
kelucahan	-1.0
keluhan	-0.6
kelusuh-kelasah	-1.0
kemakmuran	-0.6
kemaknagandaan	-0.6
kemalangan	-1.0
kemaluan	-0.6
kemamang	-0.8
kemandang	-0.6
kemasukan	-0.6
kemasygulan	-0.6
kematian	-1.0
kemayu	-0.6
kemban	-1.0
kembang-kempis	-0.8
kembar	-0.6
kembung	-0.6
kemerosotan	-1.0
kemesuman	-1.0
kemik	-0.6
kempa	-0.6
kempes	-0.8
kemplang	-1.0
kemunduran	-1.0
kemungkinan	-0.2
kemuraman	-1.0
kemurkaan	-1.0
kemurungan	-1.0
kena	-0.6
kenahasan	-0.4
kenan	-0.6
kenapaaa	-0.6
kenapasih	-0.6
kencan	-0.8
kenceng	-0.4
kencing	-0.6
kendati	-0.6
kendatipun	-0.6
kenes	-0.6
kenestapaan	-0.6
kenistaan	-1.0
kentara	-0.6
kentut	-0.4
kenyataannya	-0.4
kenyih	-0.8
keok	-0.4
keonaran	-1.0
kepala angin	-0.6
kepala udang	-0.6
kepalan	-1.0
kepalang	-0.6
kepanikan	-0.8
keparat	-1.0
kepayahan	-0.6
kepedihan	-1.0
kepelikan	-0.8
kepenatan	-0.8
kepencet	-0.4
kepeng	-0.4
keperihan	-1.0
kepetangan	-0.6
kepialu	-0.8
kepincangan	-0.8
kepindahan	-0.6
kepinding	-1.0
kepleset	-0.8
kepo	-0.6
kepompong	-1.0
keprihatinan	-0.6
keputusasaan	-1.0
kera	-0.6
kerabit	-0.6
kerabu	-1.0
kerai	-0.8
kerajaan	-0.6
kerak	-0.4
kerakal	-0.6
keramat	-0.6
keran	-0.8
keras hati	-0.6
keras kepala	-0.8
kerasukan	-1.0
kerat	-0.2
kerawanan	-0.8
kerbau	-0.6
kerdak	-0.8
kerekau	-0.6
kerelaan	-0.4
keremus	-0.8
kerepotan	-0.6
kereseng	-0.8
kereta	-0.8
keretakan	-0.8
keri	-0.8
keributan	-1.0
kerik	-0.6
kerikil	-0.6
kering	-0.6
keris	-0.8
kerising	-0.8
keriuhan	-0.6
kerja keras	-1.0
kerjain	-0.6
kernyih	-0.8
kerok	-0.6
keropok	-0.6
keropos	-0.6
kerosek	-0.6
keroyok	-0.8
kerubung	-0.6
kerubut	-0.6
kerugian	-1.0
keruh	-0.8
kerumit	-1.0
kerumitan	-1.0
kerusuhan	-1.0
kerut	-0.4
kerut merut	-0.6
keruwetan	-0.8
kesahihan	-0.6
kesal	-1.0
kesalahan	-1.0
kesambet	-0.6
kesayuan	-0.4
kesebalikan	-0.4
kesedihan	-1.0
kesejukan	-0.6
kesel	-1.0
keseleo	-0.6
kesendirian	-0.8
kesenduan	-0.4
kesengsaraan	-1.0
kesenjangan	-0.8
kesentuhan	-0.6
kesenyapan	-0.8
kesepakatan	-0.8
kesepian	-0.8
keseser	-0.8
keset	-0.8
kesetanan	-0.6
kesi	-0.6
kesialan	-1.0
kesian	-0.6
kesiannya	-0.8
kesibukan	-0.6
kesomplok	-0.8
kesucian	-0.2
kesudahan	-0.6
kesukaran	-0.8
kesulitan	-1.0
kesumat	-0.8
kesunyian	-0.6
kesuraman	-1.0
kesurupan	-1.0
kesusahan	-1.0
kesusupan	-0.4
ketagihan	-0.6
ketahuan	-1.0
ketaksaan	-1.0
ketakutan	-0.8
ketar	-0.6
ketat	-0.6
ketauan	-0.8
ketelanjuran	-1.0
keteledoran	-0.8
ketenangan	-0.8
keterkaitan	-0.6
keterlaluan	-1.0
keterlibatan	-0.6
ketewasan	-0.6
ketidaktentuan	-1.0
ketiduran	-0.6
ketimpangan	-0.8
ketinggalan	-0.6
ketinggian	-0.4
ketuat	-0.8
ketul	-0.6
ketulahan	-0.8
ketularan	-0.8
ketumbukan	-0.8
ketupat bangkahulu	-1.0
ketupat bengkulu	-1.0
ketus	-0.8
kewalahan	-0.6
kgk	-0.6
khabis	-0.6
khafi	-1.0
khair	-0.8
khalifatullah	-0.8
khalwat	-0.6
kharab	-1.0
khasi	-0.8
khatimah	-0.6
khawatir	-1.0
khianat	-0.8
khilaf	-0.8
khinzir	-0.8
khisit	-1.0
kial	-0.8
kiamat	-0.6
kicauan	-0.8
kicik	-0.6
kidib	-0.6
kikis	-1.0
kilah	-0.8
kilang	-0.6
kincit	-1.0
kirai	-0.6
kiranya	-0.2
kiri	-0.6
kisi	-0.6
kisi-kisi	-0.8
kisikan	-0.6
kisruh	-0.6
kitab	-0.6
kliyengan	-0.8
kobar	-0.4
kobaran	-0.6
kocak	-0.4
kocar-kacir	-1.0
kocok	-0.6
kodok	-0.4
kohor	-0.6
koit	-1.0
kojor	-0.6
kolam	-0.6
kolaps	-1.0
kolera	-0.8
kolot	-1.0
komat-kamit	-0.6
kompas	-0.6
kompleksitas	-0.8
komplikasi	-0.6
kompor	-0.8
komunikasi	-0.8
komunitas	-0.6
koneksi	-0.8
kongkalikong	-0.8
kongkong	-0.6
konglomerasi	-0.8
konkretisasi	-0.6
konkurensi	-0.8
konotasi	-0.6
konsekuensi	-0.6
konsistensi	-0.6
kontak	-0.8
kontaminasi	-0.8
kontol	-1.0
kontradiksi	-0.6
kontras	-0.6
kontroversi	-0.8
konveks	-0.6
konyol	-0.6
koplo	-0.6
kopong	-0.8
kopyor	-0.8
korban	-0.8
korek api	-0.8
korup	-1.0
korupsi	-0.8
kosong	-0.8
kot	-0.2
kota	-0.2
kotak	-0.6
koteng	-0.6
kotor	-1.0
kotoran	-1.0
koyak	-0.6
koyak-koyak	-1.0
krg	-0.4
krisis	-0.8
krista	-0.8
kritik	-1.0
kritikan	-1.0
kritis	-1.0
kroco	-0.8
kromatis	-0.6
kronis	-1.0
kronologi	-0.2
kualat	-0.8
kuat	-0.6
kubang	-0.6
kubra	-1.0
kucar-kacir	-1.0
kufur	-1.0
kukuh	-0.8
kukul	-0.6
kukur	-0.6
kulak	-0.6
kuliah	-0.4
kumandang	-0.6
kumat	-0.8
kumbang	-0.8
kumuh	-0.8
kunarpa	-0.8
kungkungan	-0.6
kuning	-0.8
kuno	-1.0
kuota	-0.4
kurang adat	-1.0
kurang ajar	-1.0
kurang darah	-0.8
kurang pikiran	-0.6
kurbal	-0.6
kurban	-0.6
kurung	-0.6
kurungan	-0.8
kurus	-0.6
kurusuhan	-0.8
kusut	-0.8
kusut hati	-1.0
kusut pikiran	-0.8
kutil	-0.8
kutu busuk	-0.8
kutuk	-1.0
kutut	-0.6
kuwur	-0.8
kuyu	-1.0
kuyup	-0.6
kzl	-1.0
labil	-0.8
laboratorium	-0.6
labrak	-0.8
labuda	-0.6
lacur	-1.0
ladah	-1.0
ladang	-0.8
lafal	-0.8
lagi	-0.6
lagian	-0.6
lahang	-0.6
lahir kembali	-0.6
laif	-1.0
laik	-1.0
lain	-0.8
lajat	-1.0
laknat	-1.0
lakon	-0.8
lalai	-0.8
lalat hijau	-1.0
lalat kerbau	-0.8
lali	-0.8
lalim	-1.0
lalu dr dunia	-1.0
laluan	-0.8
lama	-0.8
lama banget	-0.8
lambang	-0.6
lambat	-0.6
lambat banget	-0.8
lambat sekali	-0.8
lambat-lambat	-0.8
lancang	-1.0
lancang mulut	-0.8
lancip	-0.8
lancut	-0.8
landasan (pesawat udara)	-0.8
langah	-0.6
langau	-0.8
langis	-1.0
langka	-1.0
langkan	-0.6
langkap	-0.6
langking	-0.8
langsai	-0.6
langsuir	-0.8
lanjur	-0.6
lanjut	-1.0
lanjut umur	-0.6
lanjut usia	-0.6
lantaran	-0.8
lanyak	-0.6
lap	-1.0
lap kaki	-0.4
lapang hati	-0.2
lapar	-1.0
laper	-0.6
laporan	-1.0
laporin	-0.6
lapuk	-1.0
lara	-1.0
larang	-0.6
larat	-0.6
larat hati	-0.6
lari	-0.4
lari-lari	-0.4
larut	-1.0
lasat	-1.0
lata	-1.0
laten	-1.0
latihan	-0.4
latisan	-0.8
lau	-0.4
laur	-0.8
lawan	-0.8
lawas	-0.8
layak	-1.0
layon	-0.8
layu	-0.8
layuh	-0.6
ldr	-0.4
leave	-0.6
lebar mulut	-0.8
lebay	-0.8
lebu	-0.6
lebur	-1.0
leburan	-0.6
lecap	-0.8
leceh	-1.0
lecet	-0.8
ledak	-0.8
ledekan	-1.0
ledes	-0.6
leduk	-0.8
legalisasi	-0.6
legalitas	-0.6
lekap	-0.6
lekat	-0.6
lekukan	-0.6
lela	-0.8
